número,nombre
93424-71561-BO,"Hurco Companies, Inc."
36287-34715-HF,Abeona Therapeutics Inc.
33685-28233-DO,"Safe Bulkers, Inc"
34427-80802-KN,Entercom Communications Corporation
83406-55486-LK,BLDRS Asia 50 ADR Index Fund
1068-23836-MI,Mantos de la Luna
11290-61850-GE,Walter Investment Management Corp.
52881-82973-BJ,"Shutterstock, Inc."
2611-3246-NG,"Safe Bulkers, Inc"
19385-82093-AJ,"Vectrus, Inc."
29511-32952-MN,Intracampos
52215-90963-JD,Novelion Therapeutics Inc.
2293-10939-DN,Elkhorn Commodity Rotation Strategy ETF
1935-65682-IL,Forum Merger Corporation
92749-43026-BG,"Aspen Technology, Inc."
98161-46334-JL,Nuveen AMT-Free Municipal Value Fund
48238-74441-NK,"Pinnacle Financial Partners, Inc."
7396-80687-GK,"Mid-America Apartment Communities, Inc."
31327-62436-FG,Galectin Therapeutics Inc.
24164-27572-BF,"Cogentix Medical, Inc."
78082-4680-FK,"Waste Management, Inc."
96749-63857-JO,"Meridian Waste Solutions, Inc"
22096-9816-AE,Schwager
46858-46602-BJ,Silicon Motion Technology Corporation
9690-71077-NB,Las Cenizas
96415-12979-DK,CMP - Algarrobo
4482-90530-OM,CoreSite Realty Corporation
93381-60445-IA,Peckett
6684-55783-DJ,SQM - María Elena
23089-62116-DM,"FairPoint Communications, Inc."
43554-41682-FD,"Hawkins, Inc."
98898-88465-FL,Flor de Los Andes
74555-7557-JA,Nuveen Michigan Quality Municipal Income Fund
59481-17423-DG,"The Travelers Companies, Inc."
41148-99644-NF,Caserones
52815-71131-LO,Radomiro Tomic
62654-99912-HI,Choquelimpie
72601-12798-BI,Independence Holding Company
57419-14597-HO,Pupunahue
54082-25486-JA,Marine Petroleum Trust
58490-29388-BO,"First Financial Bankshares, Inc."
73973-45133-HF,Dos Amigos
31949-99052-DF,"Sierra Oncology, Inc."
5077-87269-FA,"Universal Stainless & Alloy Products, Inc."
4107-17683-AE,"Apple Hospitality REIT, Inc."
45760-84407-HB,Envision Healthcare Corporation
65891-21432-OD,Isla Riesco
81498-13737-NL,Kite Realty Group Trust
15773-43001-OK,Inseego Corp.
52598-7874-IH,Vina Concha Y Toro
1048-1576-JF,China Cord Blood Corporation
56348-90944-BB,"Argos Therapeutics, Inc."
65662-54822-OH,Jazz Pharmaceuticals plc
1752-16027-IH,Brookfield Global Listed Infrastructure Income Fund
95297-81760-LN,"Avon Products, Inc."
74819-3605-AK,CMP - Cerro Negro Norte
20124-29706-DL,Cowen Inc.
43773-38360-HO,Peabody Energy Corporation
72493-29886-KH,Talcuna
81142-59386-ME,CVS Health Corporation
77610-37-OB,DRDGOLD Limited
98968-29143-IJ,Nuveen Connecticut Quality Municipal Income Fund
26953-83996-KE,"Cogentix Medical, Inc."
16279-75937-JI,"Meridian Waste Solutions, Inc"
41657-1608-NH,Entercom Communications Corporation
59350-46142-KJ,Microsemi Corporation
13773-15136-HB,"International Seaways, Inc."
6375-82595-HF,Novelion Therapeutics Inc.
51409-92765-GJ,Las Luces
23428-92029-HH,Inacesa - El Jilguero
33153-36329-LH,Schwager
86908-27228-HH,Cowen Inc.
93213-15506-GL,Peapack-Gladstone Financial Corporation
38022-22792-DB,Pirquitas
44625-48291-GA,SQM Salar
76442-80743-HL,"Diamond Hill Investment Group, Inc."
29354-32901-NI,Carola
14477-18964-OD,Novelion Therapeutics Inc.
54619-8930-BG,"MasTec, Inc."
66478-4933-NG,Dos Amigos
11971-59896-HD,Credit Acceptance Corporation
1835-67176-LI,iShares 20+ Year Treasury Bond ETF
22979-99943-MO,Las Piedras
64281-27871-MK,West Corporation
11310-16373-BK,Cerro Blanco
18961-97544-KD,Walter Investment Management Corp.
85856-95158-MB,Andina
34083-71049-OO,Cowen Inc.
29318-34865-EA,Coirón
97840-52918-NK,"China Lodging Group, Limited"
39566-265-HG,Toll Brothers Inc.
89847-59126-NN,La Pepa
64717-47777-FJ,La Coipa
91562-88497-KE,"National American University Holdings, Inc."
46699-75218-ED,Randgold Resources Limited
7348-34541-HB,Yahoo! Inc.
56369-8332-AD,Navío
43464-51033-BM,Data Processing
17958-3267-NG,Crawford & Company
78878-44469-KG,"Mid-America Apartment Communities, Inc."
55137-97703-DO,Algorta
32804-53679-BJ,Celite - Tilviche
55181-77178-LN,Cóndor
85111-17851-BO,"Aspen Technology, Inc."
10079-12244-DF,CMP - Los Colorados
37963-84566-IB,Carola
56713-62803-AE,"Aspen Technology, Inc."
13253-98183-EB,Cohen & Steers Reit and Preferred Income Fund Inc
35476-37213-FG,Las Luces
17793-70475-NF,AmerisourceBergen Corporation (Holding Co)
53776-85965-NG,Carola
8700-73071-MD,Quiborax - Ascotán
44537-85767-BE,SAP SE
67320-53793-FJ,Michilla
12932-10634-HK,Randgold Resources Limited
71811-42782-MH,"Diamond Hill Investment Group, Inc."
98474-86225-KD,Anheuser-Busch Inbev SA
44298-24138-KN,ACF - Lagunas
89437-87142-BI,Gabriela Mistral
51263-79843-MB,Los Bronces
78735-70827-GK,Yahoo! Inc.
34737-17127-ED,Mackinac Financial Corporation
9845-640-DE,Johnson & Johnson
17239-76609-DK,Chuquicamata
53449-57915-JH,Las Luces
53278-21490-GA,Pupunahue
9060-87138-MA,Manantial
59508-17546-HD,Cosayach - Soledad
36098-1854-HO,"FSB Bancorp, Inc."
65658-26378-JJ,"PrivateBancorp, Inc."
90919-23833-FK,"Entergy Louisiana, Inc."
72208-78137-JA,"Kayne Anderson Energy Total Return Fund, Inc."
2643-70235-DL,Drive Shack Inc.
63620-41909-BG,"Enanta Pharmaceuticals, Inc."
1057-91112-EK,La Marcelina
53670-64221-IK,SQM - Pedro de Valdivia
51912-87752-LL,Western Asset Bond Fund
20204-52986-HD,Peabody Energy Corporation
3939-1660-JN,"Kayne Anderson Energy Total Return Fund, Inc."
40940-96018-OM,STMicroelectronics N.V.
69099-63486-KE,Andes Travertine
73402-78680-HF,Gladstone Commercial Corporation
37170-9166-BI,"Appliance Recycling Centers of America, Inc."
44872-57274-HI,"Ellie Mae, Inc."
90758-65896-BD,"XO Group, Inc."
94831-48106-HL,Pucobre
85636-96241-EL,Maganeso III de Atacama
49854-87732-AK,Kamada Ltd.
25186-47478-JI,"Littelfuse, Inc."
50645-69919-DM,Altamira
15202-82862-AM,Flor de Los Andes
12290-64424-OE,"Arista Networks, Inc."
91571-60062-AN,The Community Financial Corporation
88995-64668-IA,"Ocular Therapeutix, Inc."
98793-88683-BG,Andacollo Oro
17638-67276-NH,L.B. Foster Company
89603-37807-HG,San José
1191-90674-GL,PowerShares Golden Dragon China Portfolio
40743-10883-DB,Quiborax
24220-26144-DM,Data Processing
4712-29423-JH,El Teniente
51697-44766-EA,"Pinnacle Financial Partners, Inc."
59610-12584-DD,Las Cenizas
51819-80058-KF,"CatchMark Timber Trust, Inc."
77898-10604-IG,Ojos del Salado
16073-21902-BH,Arlington Asset Investment Corp
9310-48628-FL,SAP SE
81341-44442-OF,Coirón
50894-3795-JE,Radomiro Tomic
36513-64327-AE,"Texas Capital Bancshares, Inc."
68565-94447-LJ,CMP - El Laco
2986-52250-EF,"Safe Bulkers, Inc"
45793-56992-IK,NVIDIA Corporation
23329-59331-OA,"Safe Bulkers, Inc"
33410-42093-IJ,Cohen & Steers Reit and Preferred Income Fund Inc
30056-17350-BH,Cohen & Steers Reit and Preferred Income Fund Inc
84813-42647-FD,Imax Corporation
34690-82250-MB,Peckett
92474-66064-NN,Eagle Bulk Shipping Inc.
67192-44140-DF,Cosayach - Soledad
54701-95462-GL,Antucoya
65484-58677-LJ,"TC PipeLines, LP"
45370-75523-OG,AGCO Corporation
30961-40858-OB,Alhué
26712-50179-OE,Costamare Inc.
78396-28833-JO,PrimeEnergy Corporation
44024-84022-IE,Inacesa - El Jilguero
39079-20547-AH,Esperanza
51790-65795-GE,"Destination XL Group, Inc."
57835-44880-DE,"Everspin Technologies, Inc."
79292-20475-GB,"Sportsman's Warehouse Holdings, Inc."
87639-50832-IN,"Sarepta Therapeutics, Inc."
74825-32334-BM,El Toqui
87544-22859-BI,Tres Valles
86066-53347-FF,Cerro Bayo
69645-89889-LL,E*TRADE Financial Corporation
36234-19203-FN,III de Atacama Kozan
24158-67672-NI,La Pepa
61130-72137-KO,Colico Sur
5441-9583-FB,"Dupont Fabros Technology, Inc."
78884-56156-FK,Manto Verde
37715-61674-AA,Silvercrest Asset Management Group Inc.
78230-5797-EG,United Insurance Holdings Corp.
50340-35367-JB,"Cyclacel Pharmaceuticals, Inc."
51430-61935-AI,Algorta
28642-76395-NG,Punta de Lobos - Kanita
27689-72567-DG,Los Pelambres
87951-56043-GN,"Shutterstock, Inc."
81531-68569-NM,Entegra Financial Corp.
44611-34469-FA,CMP - Los Colorados
38745-62800-KH,"Cyclacel Pharmaceuticals, Inc."
50150-12462-HG,Sierra Miranda
59767-23938-JE,El Salvador
64372-18798-IO,Zaldívar
91730-79426-DB,Cosayach - Cala Cala
97475-36107-AF,"Midland States Bancorp, Inc."
64269-40017-NM,BRF S.A.
4499-73289-OM,"Everspin Technologies, Inc."
86519-31611-HH,BLDRS Developed Markets 100 ADR Index Fund
21928-79089-JK,China Cord Blood Corporation
17381-45899-LF,Tres Valles
73581-89273-OI,Dollar General Corporation
88293-52542-NL,American Homes 4 Rent
59600-64091-JH,"Ellie Mae, Inc."
80705-74676-LH,Montecristo
16515-59243-NI,"MasTec, Inc."
29976-37465-IH,Quiborax - Ascotán
38116-72701-HF,El Abra
51834-24227-NE,Array BioPharma Inc.
5458-21013-DH,Cohen & Steers Reit and Preferred Income Fund Inc
99960-60394-GD,ENGlobal Corporation
41367-98144-NE,Elenita
20647-69613-FH,Radomiro Tomic
92860-70226-OJ,Microsemi Corporation
25275-20504-JH,CMP - Romeral
2241-19669-KO,Global Partner Acquisition Corp.
53724-36122-MJ,Orbotech Ltd.
45573-95932-JN,First Trust International Multi-Asset Diversified Income Index
65074-9664-HE,First Trust South Korea AlphaDEX Fund
9928-48956-MN,"Midland States Bancorp, Inc."
627-72034-IG,First Trust South Korea AlphaDEX Fund
88772-82934-NE,El Morro
14061-64720-BN,Tres Valles
6373-70087-BL,Dollar General Corporation
93791-83240-HJ,Drive Shack Inc.
80360-65941-FE,Nuveen Energy MLP Total Return Fund
65927-69316-DN,Diana Shipping inc.
32881-41955-EB,Western Asset Bond Fund
37913-38544-OH,El Guindo
12436-70553-KE,"Taiwan Fund, Inc. (The)"
76268-80945-IL,Cowen Inc.
4357-62530-NK,TICC Capital Corp.
5713-97437-OJ,"Delcath Systems, Inc."
37704-46677-OE,Quiborax
62213-81405-NF,iShares MSCI EM ESG Optimized ETF
50931-6739-II,Romeral
99845-58699-BJ,Aircastle Limited
42478-49124-AN,Forum Merger Corporation
93953-82782-DB,"Shutterstock, Inc."
83283-93109-OL,Forum Merger Corporation
6127-42377-BN,Quiborax
49311-76356-NN,Zion Oil & Gas Inc
7095-36191-ME,El Abra
90868-18488-LL,L.B. Foster Company
81871-20219-GL,Fair Isaac Corporation
13439-76584-BI,Alliance National Municipal Income Fund Inc
58606-60079-MF,Peapack-Gladstone Financial Corporation
55323-42065-DI,Clifton Bancorp Inc.
83990-6923-MO,Entegra Financial Corp.
11539-58111-OJ,Abeona Therapeutics Inc.
54742-21401-DK,L.B. Foster Company
97338-31771-AL,"RiverNorth Opportunities Fund, Inc."
63809-44082-OB,Forum Merger Corporation
61635-66510-BG,Gladstone Commercial Corporation
84159-43996-GK,"German American Bancorp, Inc."
9259-38806-AG,Apollo Senior Floating Rate Fund Inc.
52493-79024-GJ,Can Can
61434-62529-BG,Andacollo Oro
65617-71195-AE,Cordillera - Tenardita
50526-31654-FF,La Perla
42677-98248-FO,La Picarda
44451-48261-HB,Entegra Financial Corp.
78264-43001-OM,Tres Valles
44129-39252-ON,Garrison Capital Inc.
23533-25384-MB,The Community Financial Corporation
6474-21852-BE,"Cleveland BioLabs, Inc."
46267-43834-LD,United Insurance Holdings Corp.
87620-89448-HJ,Terreno Realty Corporation
1944-7535-GO,Bright Scholar Education Holdings Limited
56250-67092-MI,Yelp Inc.
99285-71398-MG,Celite - Carol
15957-37860-GM,Esperanza
79367-34965-IE,"Chegg, Inc."
30762-38914-FH,Zion Oil & Gas Inc
85834-81482-LM,DRDGOLD Limited
99050-85831-MB,Lomas Bayas
74972-39603-EA,Mantos de la Luna
48871-51655-MH,Kamada Ltd.
92868-98666-BA,"Gray Television, Inc."
40575-28667-MB,United States Cellular Corporation
13167-18724-DL,Applied DNA Sciences Inc
83099-69985-IB,EPR Properties
55066-89137-HM,III de Atacama Kozan
11270-2133-FH,"PrivateBancorp, Inc."
13928-22629-FB,L.B. Foster Company
19384-33754-BH,"Rush Enterprises, Inc."
51541-19120-BI,"Ellie Mae, Inc."
32926-46394-JE,Dorado
90629-73282-KM,Don Alberto
58956-94363-LK,3M Company
57116-66541-FJ,Regal Entertainment Group
7167-17071-MN,Radomiro Tomic
69197-15993-GO,"Rush Enterprises, Inc."
64620-8221-FJ,Johnson & Johnson
23374-78536-DO,San Gerónimo
42463-43806-OE,Cummins Inc.
87810-14844-DB,Crawford & Company
16533-76720-MH,"Recon Technology, Ltd."
2717-86542-HF,Mantos de la Luna
34741-49101-BF,Caserones
66675-71715-BK,"Under Armour, Inc."
70268-12922-OM,iPath US Treasury Long Bond Bear ETN
15570-78902-OG,Punta de Lobos - Kanita
50106-9615-BH,Georgia Power Company
28103-76944-KH,Linderos
38574-49187-FK,"China Lodging Group, Limited"
26830-23675-MH,Microsemi Corporation
20401-71518-OF,"Zynerba Pharmaceuticals, Inc."
49632-29899-JF,SL Green Realty Corporation
80831-10898-OB,Kite Realty Group Trust
74126-66371-JI,Global Partner Acquisition Corp.
42079-71220-AD,AdvisorShares Market Adaptive Unconstrained Income ETF
55822-89358-FA,Manto Verde
81471-5055-BO,PowerShares Nasdaq Internet Portfolio
19569-87726-DE,"MasTec, Inc."
92895-2948-LN,"Forterra, Inc."
98385-48796-EA,First Trust Nasdaq Retail ETF
45400-95000-LA,TICC Capital Corp.
2998-55564-NM,Bright Scholar Education Holdings Limited
593-44993-FL,R.R. Donnelley & Sons Company
74908-74287-MA,Yahoo! Inc.
37161-43605-KO,El Morro
69118-76960-JL,"Fiserv, Inc."
68053-97395-FD,Mackinac Financial Corporation
99171-9954-BB,"FSB Bancorp, Inc."
13895-63098-IK,Romeral
66909-90749-AB,Julia
69323-85816-OK,"Dupont Fabros Technology, Inc."
98529-94758-LO,Crawford & Company
44524-25058-NJ,ENGlobal Corporation
76798-23292-AB,Mantos de la Luna
19624-68429-AD,Fertón
96918-96647-KH,"PrivateBancorp, Inc."
28734-47339-DN,BLDRS Asia 50 ADR Index Fund
24125-69062-GB,West Corporation
12463-74756-OK,Northrop Grumman Corporation
99149-71402-MD,Arlington Asset Investment Corp
50267-53121-IG,Isla Riesco
17945-88406-BA,"Cleveland BioLabs, Inc."
98660-42691-BE,DRDGOLD Limited
38311-99894-BK,"Under Armour, Inc."
62899-24509-ED,Nuveen Municipal High Income Opportunity Fund
4718-65867-EH,Franke
71102-84728-BI,Inacesa - El Way
67733-75649-AF,El Morro
62908-6746-MH,Choquelimpie
8888-17823-GI,"Edge Therapeutics, Inc."
67941-60681-KO,The Community Financial Corporation
35988-7921-JJ,China Cord Blood Corporation
15977-36241-IN,DRDGOLD Limited
43122-15728-NK,Tranquilo
44981-38533-LD,"FTI Consulting, Inc."
69212-72010-KG,Gilat Satellite Networks Ltd.
55572-53797-FB,DRDGOLD Limited
11404-18024-ED,GlaxoSmithKline PLC
76212-12222-MF,"Sarepta Therapeutics, Inc."
92834-37077-OB,"FSB Bancorp, Inc."
81610-57037-NE,"National American University Holdings, Inc."
69321-62174-ND,La Coipa
89017-73317-OG,Bed Bath & Beyond Inc.
74004-40384-EK,El Toqui
83533-17169-KN,Johnson & Johnson
28751-86225-FK,SQM - Mapocho
58071-52208-GH,Faride
7723-90720-OI,III de Atacama Minerals - Aguas Blancas
69141-6090-OI,TICC Capital Corp.
70249-38591-EJ,El Tofo
7861-64489-HD,Intracampos
13031-52833-NE,Tres Valles
84650-95169-LJ,Regal Entertainment Group
69134-80125-LH,Delta
43575-68189-LL,Peckett
25089-20410-MG,"Aspen Technology, Inc."
22461-25450-BL,El Toqui
77677-65774-KA,iShares MSCI EM ESG Optimized ETF
75385-1995-LD,Gabriela Mistral
28274-75799-JO,"Chegg, Inc."
56403-12644-EE,First Trust Emerging Markets Small Cap AlphaDEX Fund
7061-11023-MM,"PDF Solutions, Inc."
18039-81824-HE,"Nustar GP Holdings, LLC"
19200-48962-HB,"First Financial Bankshares, Inc."
12991-66457-OI,Carola
90637-36454-DB,Del Fierro
33604-85591-IK,Cerro Blanco
77527-27837-KK,Franke
94797-74575-NB,"German American Bancorp, Inc."
2934-15900-EG,Eagle Bulk Shipping Inc.
93676-51807-DB,Coirón
70749-61958-HD,Park-Ohio Holdings Corp.
72218-3486-MK,"Recon Technology, Ltd."
3708-51080-GJ,Iván
19152-47841-KD,Montecristo
51771-80123-AH,Cummins Inc.
15164-97027-OO,AGCO Corporation
85414-32543-EI,SQM Salar
47191-15568-LI,Haldeman - Sagasca
44238-3344-OI,"Nustar GP Holdings, LLC"
99564-43306-DL,"ILG, Inc"
34133-73251-KM,Container Store (The)
70015-90765-LM,Marte Lobo
15042-65150-KF,Linderos
38970-67822-GF,Cordillera - Tenardita
9342-20465-BG,San Gerónimo
23910-58606-GM,"Biocept, Inc."
16896-5633-AA,La Coipa
31626-77108-EK,PowerShares KBW High Dividend Yield Financial Portfolio
66681-53911-ND,"Western New England Bancorp, Inc."
96862-40952-LJ,Celite - Carol
3083-47182-NJ,"Commerce Bancshares, Inc."
92156-13211-AE,"Rush Enterprises, Inc."
96020-37281-BB,Las Arenitas
9640-80669-JF,Quiborax
45301-5241-KN,"Littelfuse, Inc."
76701-8930-NN,"FSB Bancorp, Inc."
98577-612-BL,Navío
90263-14946-LM,Tres Valles
1905-18221-JK,"Argos Therapeutics, Inc."
44446-31481-MH,"First Hawaiian, Inc."
9318-58427-OO,"SeaChange International, Inc."
19595-17583-NH,"CatchMark Timber Trust, Inc."
95669-48059-EM,PowerShares Golden Dragon China Portfolio
45866-66756-NE,Quiborax - Ascotán
43699-46069-MH,"SeaChange International, Inc."
24478-2451-NJ,"Avon Products, Inc."
35631-66071-HE,Natl Westminster Pfd
98348-3410-JD,AbbVie Inc.
51361-54213-OE,El Abra
2241-5253-LF,Altamira
80023-68097-BL,Los Pelambres
98595-48855-AK,Silvercrest Asset Management Group Inc.
29746-47101-FG,Unisys Corporation
5804-50964-EH,Data Processing
37804-44585-HM,"Under Armour, Inc."
76953-39705-NL,Unisys Corporation
31742-3716-OG,Trongol
60419-16793-MM,Tata Motors Ltd
58949-34933-BD,Walter Investment Management Corp.
55506-93901-JE,"Investors Bancorp, Inc."
67830-77768-DE,Credit Acceptance Corporation
70045-98822-IB,Cerro Colorado
39462-56107-OL,Novelion Therapeutics Inc.
25616-91210-ND,Dorado
3766-5360-DO,Galectin Therapeutics Inc.
9147-12886-LN,Cerro Bayo
30266-91675-FD,Patriot National Bancorp Inc.
55560-33894-HH,Bronce de Petorca
75816-16353-DN,Drive Shack Inc.
76900-62477-FL,Cerro Bayo
52678-94759-DB,Pirquitas
61624-77739-OA,Cosayach - Soledad
66318-85726-DL,Refugio
97354-21849-GM,Costamare Inc.
1021-7552-LM,BlackRock Municipal Target Term Trust Inc. (The)
9257-68093-BN,CMP - Los Colorados
19827-99829-OE,Ojos del Salado
1266-8494-BN,Cosayach - Negreiros
96222-37320-EE,3M Company
18789-77918-AG,Gilat Satellite Networks Ltd.
62572-15879-HA,"Commerce Bancshares, Inc."
88397-27653-IF,CVS Health Corporation
76942-32549-IN,"Shutterstock, Inc."
92926-6350-NN,Vanguard Russell 3000 ETF
34916-7036-LG,Novelion Therapeutics Inc.
51941-79078-GI,La Productora
77576-57730-HB,Arenal
41942-48829-AI,Ojos del Salado
50540-22674-DE,Los Bronces
83466-61663-MJ,Guanaco
6510-90921-MG,Nuveen Energy MLP Total Return Fund
28300-79864-JF,Texas Pacific Land Trust
88629-72465-LL,"FSB Bancorp, Inc."
22464-93626-AO,"Sportsman's Warehouse Holdings, Inc."
29658-97131-IB,Andacollo Oro
41018-3902-FB,BlackRock Municipal Target Term Trust Inc. (The)
33248-12531-GD,CMP - Boquerón Chañar
94869-889-MH,CMP - El Laco
83741-36454-JB,Independence Holding Company
29899-84418-OF,DRDGOLD Limited
6860-62019-MA,"Safe Bulkers, Inc"
50342-37932-MD,Entegra Financial Corp.
84257-74603-HE,Bed Bath & Beyond Inc.
19276-59590-FD,"Shutterstock, Inc."
56530-11105-BE,Faride
21634-51282-OB,EQT Corporation
26951-59763-NH,Urstadt Biddle Properties Inc.
66723-89972-EN,"Xenia Hotels & Resorts, Inc."
1505-6912-FI,"Portola Pharmaceuticals, Inc."
51846-35730-HJ,"Evolving Systems, Inc."
16973-56808-AG,TICC Capital Corp.
89165-99202-BA,Trongol
69349-33739-DO,"Hub Group, Inc."
11992-15712-KH,Clifton Bancorp Inc.
78132-15295-LI,"Kayne Anderson Energy Total Return Fund, Inc."
42807-12802-MO,Apollo Senior Floating Rate Fund Inc.
9917-47162-OD,Jerónimo
80794-13960-DH,Pure Cycle Corporation
33756-40666-MN,Independence Holding Company
21219-6931-FG,Ministro Hales
82953-7730-BB,First Trust Multi-Asset Diversified Income Index Fund
74145-78709-AN,Franke
86635-60941-AN,"Western New England Bancorp, Inc."
47216-62279-DE,AmerisourceBergen Corporation (Holding Co)
47734-47150-BF,iShares 20+ Year Treasury Bond ETF
19967-94224-MD,HollyFrontier Corporation
98958-52300-BO,Isla Guarello
98691-77280-FA,"FSB Bancorp, Inc."
39035-47201-KM,"Pepsico, Inc."
80778-29384-FM,Quiborax
2947-93016-OM,Las Piedras
72233-42330-GJ,"CatchMark Timber Trust, Inc."
19872-30559-FL,"Dynex Capital, Inc."
47203-6600-DI,"Westbury Bancorp, Inc."
93426-69826-KH,Cabot Corporation
34940-67338-IB,DRDGOLD Limited
68508-65212-HI,Comcast Corporation
42760-72836-BM,"Vectrus, Inc."
79186-73708-KJ,Pinatolca
55206-40555-BF,RenaissanceRe Holdings Ltd.
97105-27930-OK,San Gerónimo
60928-8433-MM,"Western New England Bancorp, Inc."
66456-11724-EK,"Investors Bancorp, Inc."
13543-77461-BH,Radomiro Tomic
61334-74252-DI,"India Fund, Inc. (The)"
51698-61293-FM,El Tofo
39996-31215-LO,"First Hawaiian, Inc."
49959-90034-GO,"Argos Therapeutics, Inc."
25999-69032-JO,CoreSite Realty Corporation
12177-79609-LB,SQM - Yumbes
85163-20707-DN,Urstadt Biddle Properties Inc.
82990-84908-IJ,"Taiwan Fund, Inc. (The)"
54993-89786-AK,China Mobile (Hong Kong) Ltd.
81687-69515-LN,"Investors Bancorp, Inc."
8928-74797-JN,Franke
5055-50452-KO,Dos Amigos
20210-43274-MA,"Zynerba Pharmaceuticals, Inc."
25246-76924-KH,PureFunds ETFx HealthTech ETF
44128-73628-AJ,Cerro Blanco
50662-20944-DJ,Carola
24081-40592-IN,"H&R Block, Inc."
90707-96211-KB,Los Bronces
66699-12579-FM,"Investors Bancorp, Inc."
14094-96348-KL,Lenga
40404-92665-KJ,Double Eagle Acquisition Corp.
81478-50474-LA,Dynatronics Corporation
