,duración (días),tipo_contenido
3522,16,video
3524,76,audio
3528,79,spam
3530,37,video
3533,37,video
3534,44,video
3536,43,video
3537,48,audio
3539,57,video
3540,71,video
3542,87,spam
3544,52,spam
3550,3,video
3551,25,audio
3552,45,video
3553,14,video
3554,19,spam
3556,81,audio
3561,88,video
3564,69,spam
3565,38,audio
3566,39,video
3569,58,video
3570,10,imagenes
3572,30,video
3574,70,video
3575,7,spam
3577,15,video
3580,31,imagenes
3583,45,video
3585,36,imagenes
3586,70,spam
3587,58,imagenes
3588,9,spam
3591,61,spam
3593,1,audio
3594,3,imagenes
3595,23,video
3596,87,video
3600,32,imagenes
3605,24,imagenes
3607,21,imagenes
3608,58,imagenes
3611,24,spam
3612,81,audio
3614,25,video
3616,65,video
3618,31,imagenes
3620,50,audio
3621,13,video
3625,85,imagenes
3627,50,imagenes
3628,67,spam
3630,18,video
3631,62,spam
3632,25,audio
3633,56,spam
3636,24,imagenes
3637,26,imagenes
3638,8,imagenes
3641,25,video
3644,89,imagenes
3645,14,spam
3646,37,imagenes
3647,47,spam
3653,49,audio
3654,32,spam
3656,39,spam
3659,49,audio
3661,16,audio
3662,48,spam
3668,59,audio
3671,42,spam
3672,7,spam
3673,46,audio
3676,36,audio
3677,38,spam
3680,72,spam
3681,23,spam
3684,74,imagenes
3686,3,imagenes
3687,82,video
3691,40,video
3694,43,audio
3695,62,audio
3697,9,audio
3698,40,spam
3699,13,imagenes
3700,12,video
3701,74,spam
3703,86,imagenes
3704,42,audio
3705,85,audio
3708,22,spam
3713,48,imagenes
3714,46,imagenes
3719,45,spam
3720,41,spam
3721,56,spam
3722,80,imagenes
3725,49,spam
3728,3,spam
3729,25,audio
3732,28,audio
3734,53,imagenes
3735,86,imagenes
3738,85,spam
3741,48,video
3742,80,imagenes
3743,50,imagenes
3745,43,video
3746,45,imagenes
3747,21,spam
3748,52,spam
3749,31,audio
3750,81,imagenes
3752,37,imagenes
3754,84,spam
3755,73,audio
3756,46,video
3759,60,video
3762,32,imagenes
3765,21,audio
3766,72,audio
3768,29,spam
3769,5,imagenes
3770,49,video
3773,30,video
3774,30,video
3775,29,video
3776,27,spam
3777,62,video
3778,62,audio
3779,33,spam
3780,81,audio
3782,23,audio
3785,44,imagenes
3791,18,video
3792,33,video
3793,40,video
3797,55,spam
3804,88,audio
3807,81,audio
3808,63,spam
3810,53,video
3811,32,video
3813,11,imagenes
3816,36,audio
3819,14,spam
3821,69,imagenes
3832,58,imagenes
3833,82,audio
3838,64,audio
3839,33,spam
3840,8,audio
3842,53,spam
3845,8,imagenes
3847,51,imagenes
3848,48,video
3851,48,audio
3854,36,audio
3855,86,video
3856,1,spam
3858,11,imagenes
3859,55,spam
3862,89,imagenes
3863,28,imagenes
3867,70,imagenes
3869,16,audio
3871,71,video
3872,29,imagenes
3873,48,video
3875,1,audio
3877,80,spam
3880,79,imagenes
3881,73,video
3884,1,spam
3886,75,audio
3887,88,spam
3889,35,video
3891,73,spam
3892,64,audio
3894,85,audio
3895,79,imagenes
3896,21,imagenes
3897,40,imagenes
3898,67,audio
3899,86,video
3901,83,spam
3902,89,spam
3903,16,imagenes
3906,47,audio
3907,9,audio
3908,47,video
3909,75,spam
3910,11,spam
3914,38,imagenes
3915,71,imagenes
3918,14,video
3919,85,spam
3921,18,video
3923,15,spam
3924,78,spam
3927,47,imagenes
3928,80,imagenes
3929,15,video
3931,81,video
3933,15,spam
3934,80,spam
3935,16,audio
3936,76,imagenes
3937,9,audio
3939,51,spam
3940,27,audio
3941,4,video
3942,60,audio
3943,82,video
3944,29,video
3945,5,video
3946,12,spam
3947,2,imagenes
3948,46,imagenes
3951,9,audio
3952,5,imagenes
3956,51,video
3959,13,audio
3960,69,audio
3961,5,imagenes
3963,1,imagenes
3964,8,video
3966,15,audio
3968,71,video
3969,89,audio
3970,79,video
3971,50,imagenes
3973,32,video
3979,12,audio
3981,38,spam
3983,51,video
3984,14,video
3989,56,video
3991,80,spam
3994,68,imagenes
3996,43,spam
3997,53,spam
3998,33,audio
3999,33,video
4001,12,video
4005,74,audio
4006,85,imagenes
4007,70,video
4008,68,spam
4009,86,video
4017,9,spam
4018,26,imagenes
4019,87,audio
4020,13,imagenes
4021,47,imagenes
4028,80,imagenes
4031,78,video
4032,13,spam
4033,31,imagenes
4036,20,video
4037,45,audio
4038,90,spam
4039,44,video
4040,23,imagenes
4041,69,video
4044,22,audio
4045,32,spam
4050,25,spam
4052,66,audio
4053,29,imagenes
4055,11,audio
4056,86,imagenes
4057,62,spam
4059,44,audio
4063,63,video
4064,88,video
4066,35,spam
4067,76,video
4068,90,audio
4069,69,spam
4070,73,audio
4071,12,audio
4073,51,imagenes
4074,75,video
4077,10,video
4078,12,imagenes
4079,13,imagenes
4081,25,audio
4084,18,audio
4085,34,imagenes
4086,72,imagenes
4088,52,video
4093,40,video
4095,35,imagenes
4096,60,audio
4100,66,imagenes
4101,82,spam
4104,11,imagenes
4105,55,video
4107,44,audio
4108,14,audio
4110,11,imagenes
4113,58,spam
4114,18,video
4116,89,spam
4118,18,imagenes
4122,22,audio
4124,37,audio
4125,65,imagenes
4126,29,spam
4127,18,spam
4130,53,imagenes
4131,41,audio
4132,67,audio
4134,88,imagenes
4135,76,video
4137,65,imagenes
4139,1,spam
4141,76,audio
4145,85,video
4146,55,audio
4148,15,spam
4149,42,video
4152,10,spam
4155,85,spam
4164,12,spam
4166,16,video
4168,37,audio
4170,31,audio
4171,23,imagenes
4173,39,video
4177,50,audio
4178,66,imagenes
4179,8,spam
4183,1,video
4186,22,spam
4188,1,imagenes
4190,79,video
4192,19,audio
4195,64,video
4196,8,imagenes
4199,2,video
4202,15,audio
4204,1,spam
4206,50,imagenes
4210,42,video
4215,47,audio
4217,8,imagenes
4218,2,audio
4220,76,audio
4222,66,spam
4223,83,spam
4224,58,audio
4225,57,video
4226,68,spam
4227,52,video
4228,71,imagenes
4229,55,spam
4232,69,imagenes
4236,51,video
4237,61,imagenes
4238,45,video
4239,86,audio
4240,53,spam
4244,75,imagenes
4250,47,audio
4251,69,imagenes
4252,48,video
4254,41,video
4255,9,video
4256,55,imagenes
4257,66,spam
4258,18,video
4264,81,spam
4265,33,spam
4266,6,audio
4267,41,video
4269,49,spam
4270,84,audio
4271,62,video
4273,3,video
4275,79,video
4276,80,imagenes
4277,89,imagenes
4280,46,spam
4281,28,video
4282,5,spam
4283,20,imagenes
4284,74,spam
4286,37,video
4287,66,audio
4289,2,audio
4293,32,imagenes
4295,88,imagenes
4296,32,spam
4297,18,imagenes
4298,51,video
4299,15,imagenes
4300,51,imagenes
4301,24,video
4302,46,imagenes
4305,2,audio
4307,26,spam
4308,65,video
4310,79,audio
4311,41,spam
4316,40,imagenes
4318,20,spam
4322,66,spam
4330,72,audio
4332,76,imagenes
4334,36,imagenes
4335,32,imagenes
4336,57,video
4337,90,spam
4338,89,video
4341,68,video
4347,45,audio
4348,72,spam
4352,68,audio
4354,34,imagenes
4357,63,audio
4358,81,imagenes
4361,70,audio
4362,22,audio
4366,83,spam
4367,70,video
4369,11,video
4370,26,video
4371,5,audio
4374,63,video
4375,70,imagenes
4376,4,video
4378,38,spam
4379,4,spam
4380,35,audio
4383,75,imagenes
4387,49,audio
4388,67,spam
4389,16,imagenes
4390,36,spam
4395,49,spam
4396,50,imagenes
4397,21,spam
4398,39,video
4399,37,imagenes
4401,87,video
4402,53,spam
4403,5,video
4404,81,imagenes
4408,49,audio
4409,12,imagenes
4413,44,spam
4414,1,imagenes
4415,16,imagenes
4417,9,audio
4418,12,imagenes
4419,6,audio
4420,27,imagenes
4421,88,spam
4422,40,imagenes
4427,7,spam
4428,38,imagenes
4429,84,video
4430,80,spam
4431,74,spam
4433,36,video
4434,28,imagenes
4435,26,imagenes
4436,50,audio
4438,52,audio
4443,35,audio
4446,48,video
4448,25,video
4452,67,audio
4455,18,spam
4456,70,video
4458,51,spam
4465,88,spam
4467,31,video
4470,71,video
4471,75,audio
4477,18,audio
4478,7,audio
4480,6,video
4490,49,imagenes
4491,64,imagenes
4492,22,spam
4494,63,video
4495,48,audio
4497,21,audio
4498,69,imagenes
4499,75,audio
4501,27,imagenes
4503,1,spam
4505,36,spam
4507,59,spam
4508,38,video
4510,66,audio
4511,60,imagenes
4515,47,imagenes
4518,40,imagenes
4521,43,audio
4523,43,imagenes
4524,53,spam
4526,80,imagenes
4529,70,video
4530,72,video
4531,40,audio
4532,57,spam
4533,51,video
4534,38,imagenes
4535,86,spam
4536,88,imagenes
4538,45,audio
4539,5,video
4541,70,video
4542,55,spam
4545,35,audio
4547,37,spam
4550,10,audio
4551,18,imagenes
4557,60,spam
4560,51,spam
4562,72,spam
4564,47,video
4568,29,spam
4572,17,video
4577,43,spam
4579,76,imagenes
4580,1,imagenes
4582,47,video
4583,4,video
4584,41,spam
4586,8,imagenes
4590,9,imagenes
4591,12,spam
4592,36,spam
4593,9,audio
4594,73,video
4596,32,imagenes
4598,47,video
4605,35,imagenes
4606,75,audio
4607,60,audio
4609,24,imagenes
4610,38,imagenes
4611,27,spam
4614,46,spam
4616,45,spam
4620,79,spam
4622,62,imagenes
4623,69,imagenes
4626,16,audio
4628,70,imagenes
4629,29,imagenes
4630,29,video
4632,21,imagenes
4638,76,video
4639,50,audio
4640,51,imagenes
4645,2,video
4649,10,video
4650,89,imagenes
4651,71,spam
4653,68,audio
4654,70,imagenes
4655,19,video
4656,76,audio
4660,58,imagenes
4663,10,imagenes
4664,45,imagenes
4665,16,video
4668,33,imagenes
4669,30,audio
4673,61,imagenes
4675,54,audio
4677,82,video
4678,57,audio
4680,35,imagenes
4681,73,spam
4683,54,imagenes
4684,26,video
4685,76,audio
4686,23,imagenes
4688,40,audio
4689,82,imagenes
4690,28,spam
4694,26,audio
4695,84,imagenes
4696,55,audio
4698,62,video
4699,67,audio
4700,47,imagenes
4701,28,spam
4704,82,imagenes
4710,22,imagenes
4712,32,imagenes
4717,60,video
4718,71,video
4722,6,video
4726,75,audio
4731,54,spam
4734,86,audio
4736,57,audio
4737,36,video
4738,64,video
4743,90,imagenes
4745,6,spam
4747,42,spam
4749,2,video
4750,60,imagenes
4751,88,video
4752,52,spam
4753,65,spam
4754,85,video
4756,77,imagenes
4757,68,spam
4758,70,audio
4759,10,audio
4760,27,video
4761,16,video
4762,88,imagenes
4763,20,spam
4764,42,imagenes
4765,58,spam
4768,37,spam
4769,22,imagenes
4773,55,audio
4774,25,audio
4776,9,video
4777,27,spam
4778,32,audio
4779,90,imagenes
4781,62,imagenes
4782,83,video
4785,38,audio
4786,73,video
4787,68,audio
4791,9,audio
4792,56,imagenes
4793,9,video
4808,67,spam
4809,77,video
4810,48,audio
4812,75,spam
4813,72,imagenes
4814,90,spam
4815,51,spam
4816,72,audio
4817,9,spam
4818,90,video
4821,13,video
4822,4,spam
4823,77,audio
4827,47,spam
4829,51,imagenes
4830,38,imagenes
4832,75,imagenes
4834,76,video
4836,28,imagenes
4837,38,video
4839,83,imagenes
4842,67,imagenes
4844,12,video
4845,25,audio
4848,16,video
4849,5,audio
4852,2,spam
4854,79,audio
4856,20,audio
4857,18,audio
4858,6,spam
4859,23,spam
4861,10,audio
4863,47,video
4865,36,video
4866,53,imagenes
4867,69,video
4870,35,video
4872,2,video
4873,40,spam
4874,41,audio
4875,32,video
4876,55,spam
4878,2,video
4882,71,video
4883,34,imagenes
4884,50,audio
4887,70,video
4888,76,spam
4889,41,video
4890,80,video
4892,48,audio
4893,66,video
4894,59,imagenes
4895,7,imagenes
4899,72,video
4901,31,video
4903,37,video
4905,87,imagenes
4907,4,audio
4908,39,video
4909,68,imagenes
4910,48,spam
4912,64,spam
4917,51,video
4918,3,spam
4919,3,video
4921,58,video
4926,41,video
4927,27,spam
4928,13,video
4930,58,video
4931,51,video
4932,71,audio
4933,9,spam
4934,18,audio
4935,49,video
4936,48,spam
4938,49,imagenes
4940,39,video
4941,21,spam
4942,76,video
4943,51,spam
4944,45,imagenes
4947,76,spam
4949,44,video
4956,28,video
4958,2,imagenes
4959,14,audio
4960,34,imagenes
4961,70,audio
4963,35,video
4965,58,audio
4967,31,video
4969,66,imagenes
4973,42,video
4974,27,video
4975,56,video
4977,56,imagenes
4978,68,audio
4981,17,spam
4982,22,video
4987,74,spam
4989,79,video
4994,1,video
4995,73,audio
4998,75,imagenes
5000,7,audio
5007,40,spam
5009,15,audio
5011,49,video
5019,61,audio
5020,43,imagenes
5023,25,audio
5025,31,imagenes
5026,58,video
5028,26,audio
5030,62,spam
5033,47,video
5034,23,audio
5035,85,audio
5037,1,imagenes
5040,20,audio
5046,72,audio
5047,23,video
5049,53,imagenes
5050,76,imagenes
5051,66,video
5053,7,video
5056,15,audio
5059,13,audio
5063,29,imagenes
5064,75,imagenes
5065,24,imagenes
5069,61,audio
5070,86,video
5078,38,video
5079,49,video
5080,75,spam
5082,66,spam
5084,71,audio
5087,37,spam
5088,16,video
5089,20,video
5090,21,video
5095,49,audio
5096,54,audio
5097,63,imagenes
5100,52,spam
5103,22,imagenes
5105,33,imagenes
5107,9,imagenes
5108,22,video
5109,44,video
5110,17,imagenes
5112,26,video
5116,18,spam
5118,23,imagenes
5119,76,video
5120,58,imagenes
5122,67,video
5127,18,spam
5128,18,spam
5129,88,spam
5130,88,spam
5131,60,spam
5132,12,audio
5135,85,spam
5136,81,imagenes
5140,37,imagenes
5142,84,imagenes
5143,32,imagenes
5147,33,spam
5150,49,imagenes
5153,52,video
5155,90,imagenes
5156,8,video
5159,46,spam
5160,34,video
5162,71,spam
5166,47,video
5167,45,spam
5169,43,spam
5170,38,video
5172,86,imagenes
5173,8,audio
5176,75,spam
5177,31,video
5178,18,video
5181,28,audio
5184,45,audio
5188,19,video
5189,56,spam
5190,55,video
5192,39,spam
5195,6,imagenes
5196,84,audio
5198,7,imagenes
5200,82,video
5201,6,video
5202,39,audio
5203,78,audio
5205,26,audio
5211,45,audio
5212,7,imagenes
5213,44,video
5214,38,audio
5217,10,imagenes
5219,63,video
5222,44,audio
5223,55,audio
5224,65,imagenes
5225,86,imagenes
5227,84,video
5228,74,imagenes
5229,21,imagenes
5231,75,audio
5232,38,imagenes
5233,89,spam
5235,77,audio
5237,15,imagenes
5238,74,video
5239,67,video
5242,1,audio
5243,13,video
5244,29,video
5245,5,imagenes
5246,55,imagenes
5248,80,audio
5251,6,spam
5253,68,audio
5256,64,imagenes
5257,89,imagenes
5262,85,video
5265,20,imagenes
5266,13,video
5267,22,imagenes
5269,36,video
5270,64,spam
5271,43,audio
5274,10,video
5275,88,spam
5281,65,imagenes
5282,86,imagenes
5286,55,imagenes
5293,26,audio
5294,30,imagenes
5295,23,spam
5297,1,audio
5298,13,spam
5299,2,imagenes
5301,71,video
5302,87,audio
5304,27,video
5309,54,spam
5310,85,imagenes
5311,70,spam
5312,80,video
5315,73,video
5319,46,video
5321,4,spam
5323,40,imagenes
5326,77,audio
5330,25,imagenes
5331,24,video
5332,25,audio
5333,43,spam
5335,5,audio
5336,20,imagenes
5339,64,spam
5344,73,audio
5346,11,spam
5347,49,video
5349,20,video
5350,15,spam
5351,6,imagenes
5353,13,video
5355,78,audio
5358,8,spam
5362,57,imagenes
5364,10,audio
5369,44,audio
5372,61,audio
5375,88,spam
5378,43,imagenes
5379,32,video
5380,73,audio
5382,47,imagenes
5383,21,imagenes
5386,3,video
5387,17,video
5388,2,video
5390,54,audio
5391,14,spam
5398,74,video
5399,44,spam
5400,69,audio
5402,46,spam
5404,14,video
5405,21,imagenes
5407,16,spam
5408,19,imagenes
5411,79,audio
5412,81,imagenes
5413,25,imagenes
5415,1,imagenes
5416,66,audio
5417,26,imagenes
5419,26,imagenes
5420,44,imagenes
5421,33,video
5422,20,video
5425,41,imagenes
5428,10,audio
5429,12,imagenes
5430,1,imagenes
5432,20,video
5434,11,video
5435,64,imagenes
5436,52,audio
5437,20,spam
5438,71,video
5441,10,imagenes
5442,19,audio
5444,49,spam
5445,55,spam
5446,36,audio
5449,81,audio
5451,68,spam
5454,31,spam
5455,30,spam
5457,86,audio
5458,32,spam
5459,79,video
5461,39,video
5462,65,video
5463,74,audio
5466,18,imagenes
5467,78,spam
5469,10,video
5470,7,video
5472,86,imagenes
5475,19,video
5476,88,video
5477,19,spam
5478,50,imagenes
5484,83,spam
5487,64,imagenes
5489,14,imagenes
5492,38,spam
5493,54,spam
5495,53,audio
5496,7,audio
5497,48,spam
5498,65,audio
5499,9,imagenes
5507,4,video
5508,86,spam
5510,18,imagenes
5513,54,video
5514,41,audio
5515,63,spam
5520,45,spam
5521,63,spam
5525,1,spam
5527,8,audio
5531,12,imagenes
5532,19,imagenes
5533,13,audio
5535,45,imagenes
5537,54,audio
5538,11,spam
5539,17,audio
5541,45,audio
5543,90,audio
5545,81,spam
5548,55,audio
5549,69,audio
5551,82,video
5553,83,audio
5554,32,imagenes
5556,74,audio
5557,46,audio
5559,75,audio
5561,29,audio
5562,33,imagenes
5565,59,video
5566,31,imagenes
5567,20,imagenes
5570,49,video
5575,65,video
5577,30,video
5578,27,imagenes
5579,7,imagenes
5580,41,spam
5583,12,video
5584,30,video
5585,17,imagenes
5587,22,audio
5591,31,audio
5593,66,imagenes
5595,84,imagenes
5596,40,audio
5597,2,audio
5598,10,spam
5602,66,video
5603,85,audio
5604,13,spam
5608,27,audio
5609,62,video
5613,44,audio
5614,17,imagenes
5618,10,spam
5620,64,spam
5621,1,video
5622,42,video
5623,54,audio
5626,82,spam
5627,28,video
5628,67,spam
5631,10,video
5633,11,audio
5637,76,spam
5639,63,audio
5640,64,imagenes
5642,43,video
5643,4,audio
5649,34,imagenes
5650,22,spam
5652,36,spam
5654,89,video
5655,24,video
5660,8,imagenes
5662,78,audio
5665,14,audio
5667,69,audio
5668,88,audio
5669,10,imagenes
5676,10,video
5678,16,audio
5679,1,imagenes
5680,82,audio
5682,8,audio
5683,38,video
5686,58,imagenes
5687,63,audio
5692,28,audio
5694,42,video
5695,68,spam
5698,32,spam
5699,90,video
5701,56,imagenes
5705,19,spam
5706,58,imagenes
5708,18,imagenes
5709,39,imagenes
5711,66,spam
5712,78,imagenes
5715,17,imagenes
5717,53,video
5718,37,video
5720,60,spam
5721,34,video
5724,16,spam
5725,42,imagenes
5727,24,imagenes
5728,69,imagenes
5729,60,imagenes
5730,83,imagenes
5732,10,video
5733,82,spam
5735,4,video
5736,54,imagenes
5738,7,spam
5739,12,spam
5745,26,spam
5750,32,video
5751,22,spam
5752,9,audio
5754,72,spam
5761,10,spam
5763,80,spam
5767,49,spam
5770,48,audio
5776,12,video
5779,40,spam
5780,21,video
5783,41,audio
5786,77,audio
5788,11,imagenes
5790,29,spam
5792,23,imagenes
5794,8,spam
5797,9,audio
5801,14,imagenes
5802,25,spam
5804,90,audio
5806,13,spam
5807,15,video
5812,59,audio
5813,37,video
5814,32,audio
5817,88,imagenes
5818,18,audio
5819,48,audio
5820,70,video
5821,60,audio
5826,55,spam
5827,82,imagenes
5828,81,video
5831,54,video
5832,82,imagenes
5833,34,video
5835,33,imagenes
5837,82,imagenes
5838,72,video
5841,28,spam
5843,40,video
5844,46,audio
5846,41,imagenes
5849,19,video
5850,33,video
5851,6,audio
5853,78,audio
5855,80,video
5856,19,video
5858,30,spam
5859,22,audio
5860,18,video
5863,49,spam
5864,2,spam
5865,53,audio
5866,65,audio
5870,39,imagenes
5871,84,spam
5872,82,imagenes
5874,5,spam
5877,78,audio
5879,30,spam
5880,60,imagenes
5883,41,imagenes
5886,49,spam
5887,12,video
5889,30,video
5890,68,spam
5894,73,spam
5895,82,imagenes
5896,79,spam
5897,70,imagenes
5898,20,audio
5899,76,video
5901,6,imagenes
5905,19,imagenes
5906,12,video
5908,58,imagenes
5910,25,video
5916,30,video
5917,78,spam
5920,8,spam
5922,11,spam
5924,34,spam
5925,29,audio
5926,64,audio
5927,70,imagenes
5929,46,audio
5931,4,spam
5933,4,audio
5934,22,video
5936,79,audio
5942,35,imagenes
5943,84,video
5945,24,imagenes
5946,47,audio
5948,87,imagenes
5952,28,audio
5953,38,audio
5955,5,video
5959,26,imagenes
5962,74,imagenes
5963,70,video
5967,3,imagenes
5970,8,audio
5971,88,video
5972,82,video
5973,81,imagenes
5975,51,spam
5976,78,spam
5978,54,audio
5979,60,video
5981,40,spam
5983,55,imagenes
5988,16,imagenes
5992,26,audio
5993,82,video
5995,57,video
5997,5,imagenes
5998,20,audio
5999,29,spam
6003,59,spam
6009,6,spam
6011,60,spam
6013,66,imagenes
6014,37,spam
6015,13,spam
6017,58,audio
6022,29,video
6023,41,audio
6024,31,imagenes
6026,3,video
6027,24,video
6029,68,video
6031,29,spam
6032,86,video
6035,9,spam
6038,54,spam
6039,8,imagenes
6040,52,spam
6041,15,spam
6043,20,spam
6044,80,audio
6047,10,audio
6048,7,imagenes
6049,4,audio
6050,73,spam
6052,13,audio
6053,40,spam
6055,39,spam
6056,57,audio
6058,83,spam
6060,37,imagenes
6062,49,video
6063,23,video
6066,73,audio
6072,9,video
6073,69,imagenes
6075,78,imagenes
6077,24,audio
6078,6,imagenes
6081,56,video
6082,67,audio
6083,65,spam
6084,88,imagenes
6090,81,audio
6092,83,spam
6093,57,audio
6098,77,imagenes
6100,58,audio
6101,60,spam
6102,83,audio
6103,90,spam
6104,29,spam
6106,42,spam
6107,43,audio
6109,43,audio
6113,65,audio
6114,18,spam
6115,57,audio
6116,64,audio
6119,31,video
6121,57,video
6122,49,spam
6123,67,audio
6126,13,audio
6127,43,spam
6133,42,video
6135,18,spam
6137,25,video
6139,74,audio
6143,10,video
6145,22,audio
6147,28,video
6148,57,audio
6149,68,spam
6154,76,video
6155,20,spam
6160,27,imagenes
6161,21,imagenes
6162,68,imagenes
6164,1,imagenes
6165,34,video
6167,55,audio
6168,33,spam
6171,33,audio
6173,89,imagenes
6174,11,video
6175,84,spam
6178,2,audio
6180,88,audio
6183,79,imagenes
6184,79,imagenes
6185,90,imagenes
6187,41,video
6188,72,spam
6191,62,audio
6193,26,spam
6195,88,audio
6196,5,imagenes
6199,71,spam
6204,89,video
6206,90,audio
6208,65,audio
6213,49,imagenes
6214,82,spam
6215,15,video
6216,82,video
6219,8,video
6221,53,audio
6224,31,video
6225,68,video
6226,16,video
6227,78,video
6228,10,video
6229,48,video
6230,35,video
6232,13,imagenes
6233,79,spam
6236,4,spam
6237,15,imagenes
6238,83,spam
6240,55,video
6241,73,imagenes
6244,52,video
6245,22,video
6246,9,audio
6253,19,video
6256,57,audio
6257,9,video
6259,78,spam
6264,3,imagenes
6265,57,audio
6266,1,imagenes
6269,71,imagenes
6270,12,spam
6271,28,spam
6277,47,video
6278,63,video
6280,65,imagenes
6282,66,spam
6283,75,spam
6284,15,video
6285,39,spam
6286,78,imagenes
6287,88,video
6290,27,video
6291,76,imagenes
6292,16,video
6293,88,audio
6294,5,video
6295,10,video
6298,56,video
6301,65,audio
6304,29,spam
6307,54,spam
6310,56,video
6312,45,audio
6313,81,spam
6314,49,video
6315,79,spam
6316,21,spam
6317,8,spam
6319,57,video
6320,69,video
6322,85,audio
