mid,presupuesto (US$),fecha
1151,359515,23/11/1981
1152,445953,09/06/1977
1153,222547,22/06/1980
1154,83768,06/10/1990
1155,362704,27/10/2006
1156,587784,23/06/1965
1157,388948,22/08/2004
1158,228596,29/12/2013
1159,815484,22/01/1963
1160,502399,30/09/1993
1161,890009,20/01/2012
1162,447933,06/07/2009
1163,826188,27/12/2016
1164,187085,13/02/1997
1165,291206,12/10/2016
1166,27327,26/02/2010
1167,696826,17/06/1995
1168,279387,26/09/2014
1169,480099,05/12/2005
1170,515293,04/08/2017
1171,517695,02/12/2017
1172,431829,16/04/2015
1173,656928,10/10/1990
1174,336516,01/10/1978
1175,922135,27/06/1990
1176,166081,28/05/2002
1177,997796,05/04/1993
1178,373338,30/07/1982
1179,66086,05/03/1967
1180,651966,27/01/1983
1181,458038,14/04/1993
1182,48663,28/01/2012
1183,492115,31/07/2017
1184,520275,10/04/2016
1185,128136,11/01/2002
1186,898707,01/05/2011
1187,155058,20/02/1978
1188,442488,08/01/1982
1189,289888,19/12/2013
1190,359177,07/06/1989
1191,117293,10/10/2008
1192,94918,09/02/1980
1193,214136,19/06/1994
1194,961028,21/05/2014
1195,360225,21/10/1996
1196,371812,09/02/2007
1197,426252,31/12/2004
1198,320787,22/06/1963
1199,213304,18/06/2018
1200,262312,30/01/1986
1201,640980,03/07/2014
1202,699968,18/06/2019
1203,516654,28/10/2016
1204,78856,20/07/1980
1205,321077,08/05/1997
1206,856326,17/08/1990
1207,102969,26/07/2009
1208,890575,07/12/1972
1209,594471,13/05/2017
1210,532415,07/07/1966
1211,422146,30/09/1996
1212,66812,29/05/2017
1213,775908,28/01/2018
1214,172841,12/08/2019
1215,478043,14/07/1992
1216,658724,26/09/1999
1217,344591,04/03/2014
1218,240345,13/06/2010
1219,686474,17/03/2003
1220,702549,09/08/2018
1221,430579,05/03/1997
1222,461114,06/04/1994
1223,476609,26/10/2011
1224,652410,12/01/2011
1225,659887,11/08/2018
1226,482862,24/09/2013
1227,404506,01/12/2017
1228,366416,03/06/2019
1229,274337,19/12/2008
1230,945915,07/03/2015
1231,676644,13/10/2016
1232,779050,26/07/1982
1233,59820,18/06/2019
1234,244765,07/11/2004
1235,951404,16/11/1991
1236,137722,27/07/2017
1237,832809,19/11/2008
1238,891748,26/12/1983
1239,458121,09/01/2002
1240,393357,09/05/1995
1241,574493,24/08/1996
1242,206951,02/12/1992
1243,287330,02/04/2003
1244,341941,22/08/1977
1245,342193,22/12/1965
1246,912583,08/02/1989
1247,882705,15/06/2013
1248,938963,09/12/2013
1249,652561,31/01/2005
1250,610948,25/09/1985
1251,762057,26/07/2008
1252,549318,21/09/2014
1253,440732,14/07/2011
1254,100092,02/02/2002
1255,467980,02/09/2012
1256,440328,22/12/2016
1257,803946,03/12/2010
1258,788419,09/11/1989
1259,916105,21/12/2009
1260,786636,08/04/2018
1261,355109,25/12/1989
1262,807597,20/02/1991
1263,111149,15/12/2008
1264,774321,13/07/2002
1265,767899,23/12/2004
1266,558397,26/11/2015
1267,127069,17/10/1980
1268,389122,07/08/2006
1269,451968,30/01/2003
1270,590819,03/06/2013
1271,34417,28/12/2004
1272,770254,09/05/2012
1273,943657,25/04/1974
1274,166167,16/08/1997
1275,609710,05/05/2015
1276,633060,16/03/2019
1277,356255,17/08/1962
1278,659751,16/11/2004
1279,855457,06/08/1996
1280,863057,27/05/1990
1281,468288,27/05/2015
1282,204939,26/06/2018
1283,540832,07/06/1987
1284,62408,20/04/1971
1285,138642,15/06/2012
1286,662066,20/07/1988
1287,251730,16/06/2015
1288,702752,25/09/1977
1289,605158,12/03/2019
1290,611227,26/06/2005
1291,18000,25/06/2019
1292,928639,13/12/2003
1293,625232,28/06/2005
1294,242833,24/12/2009
1295,903084,27/04/2019
1296,270247,23/10/2009
1297,317724,03/07/2000
1298,173650,29/05/2018
1299,822929,09/09/2018
1300,561529,18/04/2012
1301,374831,24/01/2019
1302,857925,25/08/2017
1303,487846,27/03/1980
1304,746436,29/12/2005
1305,746381,10/08/2012
1306,678910,18/10/2012
1307,669148,09/08/1999
1308,533180,28/03/2011
1309,174621,05/12/2010
1310,713148,03/06/1987
1311,96218,07/04/2018
1312,618364,18/08/2016
1313,407793,30/04/1996
1314,622668,12/09/2005
1315,357666,28/04/1999
1316,814827,03/03/2017
1317,460695,29/05/2017
1318,888689,10/08/1983
1319,664420,13/05/2016
1320,462727,17/03/1997
1321,582956,27/11/2013
1322,116980,12/05/1991
1323,335331,04/05/1997
1324,504990,16/12/1994
1325,411664,06/04/2010
1326,297551,07/12/2014
1327,936070,15/11/2002
1328,567780,05/06/1992
1329,704555,17/06/1972
1330,96955,09/10/1994
1331,928241,29/02/1988
1332,436581,25/12/2014
1333,610294,03/12/2005
1334,633049,29/11/1995
1335,485416,30/04/2006
1336,917441,06/06/1983
1337,748007,15/01/1963
1338,438530,29/03/1981
1339,419355,09/06/1998
1340,794704,02/05/1997
1341,133127,11/01/1997
1342,565797,08/08/2001
1343,35234,17/01/1989
1344,301950,03/09/1971
1345,599643,02/09/1961
1346,829563,04/01/1993
1347,714544,01/06/2016
1348,753921,24/01/2012
1349,37244,07/02/2018
1350,452954,27/06/2015
1351,685936,26/02/1985
1352,193601,05/08/2019
1353,133790,10/11/2003
1354,279903,16/12/2013
1355,13590,05/11/1993
1356,297197,16/03/2016
1357,42749,30/07/1987
1358,58659,08/09/2015
1359,284233,17/10/2005
1360,361139,24/10/2017
1361,385197,11/05/2001
1362,269518,28/01/2005
1363,445763,24/04/2006
1364,41150,25/01/2012
1365,429244,28/11/2016
1366,793755,05/10/2015
1367,42117,17/05/2006
1368,607803,19/08/1969
1369,988744,14/09/2014
1370,94869,11/11/2018
1371,697691,07/01/2010
1372,639741,14/12/2012
1373,537207,23/08/2010
1374,360285,11/08/2013
1375,782447,24/05/1993
1376,567525,13/06/1994
1377,408224,06/06/1967
1378,28660,22/12/2014
1379,249110,04/06/1996
1380,434648,01/03/1997
1381,64546,26/01/2013
1382,340875,21/04/2016
1383,456439,01/12/2018
1384,114900,27/10/2005
1385,262802,26/04/2011
1386,256809,08/09/2012
1387,694020,25/12/2018
1388,924464,14/07/2019
1389,133327,21/01/1970
1390,811892,26/02/2019
1391,232197,02/09/2001
1392,787600,28/08/2006
1393,866033,21/12/1982
1394,146249,31/12/2016
1395,708566,01/03/2017
1396,985883,20/03/1989
1397,909537,13/12/1990
1398,597913,07/09/1973
1399,393911,25/04/1997
1400,982038,22/10/2013
1401,178094,18/10/2016
1402,583411,13/07/1980
1403,29361,10/02/2019
1404,845114,18/05/1998
1405,627780,09/01/1968
1406,635436,02/01/1998
1407,20330,08/09/2013
1408,101054,01/04/2008
1409,958213,03/05/2008
1410,897800,18/12/1987
1411,840258,22/03/2005
1412,15841,21/03/2015
1413,520004,13/06/2019
1414,188167,10/05/1991
1415,621336,13/09/2016
1416,255975,28/09/1995
1417,848122,28/04/2017
1418,424276,26/08/1974
1419,824364,15/03/2019
1420,108523,06/03/1987
1421,340375,04/01/2012
1422,203747,02/01/2018
1423,595020,15/10/2006
1424,34042,18/12/1989
1425,774945,18/11/2010
1426,956164,20/08/1998
1427,397555,10/12/2001
1428,62921,04/09/2009
1429,462913,20/11/1994
1430,388663,21/10/2017
1431,70849,20/09/2000
1432,756083,24/07/1999
1433,497969,03/02/1977
1434,820798,04/09/2016
1435,398165,08/01/2011
1436,713902,29/01/2019
1437,813479,20/11/2014
1438,952967,30/08/2008
1439,275128,18/09/2015
1440,202285,30/10/1997
1441,894745,03/10/2017
1442,39539,10/01/2019
1443,432145,12/07/1981
1444,520595,24/09/2008
1445,560590,16/02/2005
1446,363471,25/10/1986
1447,213085,09/07/2009
1448,303820,09/01/2018
1449,155542,20/03/2011
1450,21432,15/06/2013
1451,619220,23/06/2012
1452,826129,05/10/2006
1453,684167,23/01/2014
1454,645689,23/10/2015
1455,806825,08/05/1990
1456,346649,14/05/2005
1457,778172,24/07/1983
1458,796339,15/01/1998
1459,528654,29/01/1993
1460,609598,31/07/1976
1461,123456,26/12/2005
1462,523145,22/03/2005
1463,235982,25/11/1994
1464,551008,16/02/2007
1465,815988,04/09/2000
1466,60848,16/01/2005
1467,433039,19/04/2007
1468,177952,04/04/2005
1469,398680,12/10/1969
1470,376439,21/04/2009
1471,940006,24/09/1992
1472,555504,16/10/2007
1473,630853,21/10/1983
1474,187900,22/08/2000
1475,610493,06/06/2009
1476,389981,28/02/1981
1477,887500,06/03/1990
1478,917749,25/04/2010
1479,335018,27/04/1998
1480,223800,05/09/2008
1481,972593,19/03/2018
1482,42576,09/02/1999
1483,533583,09/06/2001
1484,64398,22/09/2006
1485,510351,30/03/2016
1486,522527,07/06/2000
1487,485698,16/10/2005
1488,907877,27/07/1999
1489,310146,30/03/1982
1490,591943,23/08/2018
1491,390775,08/10/2018
1492,691275,10/01/2001
1493,523319,15/05/1990
1494,337469,20/06/1997
1495,561718,20/06/1971
1496,679639,19/10/1994
1497,47589,23/12/1975
1498,652361,06/01/1997
1499,102467,01/04/1973
1500,828207,29/08/2007
1501,97125,05/05/2001
1502,546308,25/03/1997
1503,618247,06/09/2010
1504,874866,31/12/1966
1505,537572,15/10/2015
1506,882236,07/07/1993
1507,918496,01/09/2003
1508,969255,02/05/1999
1509,922703,02/05/2010
1510,361782,07/07/1982
1511,311400,05/09/2003
1512,7017,19/11/2011
1513,120317,20/02/2019
1514,657313,23/07/1992
1515,381036,15/06/2010
1516,99525,03/07/2002
1517,866921,27/11/2008
1518,34090,25/02/1998
1519,543727,05/02/2006
1520,216448,23/03/2009
1521,886590,13/04/2003
1522,769380,06/09/2013
1523,693170,07/06/1990
1524,582405,29/11/1979
1525,320839,26/01/2019
1526,464481,17/04/1985
1527,226631,04/01/2000
1528,368669,24/03/1966
1529,885112,27/05/1971
1530,624055,28/10/2002
1531,854028,24/06/1966
1532,924150,17/03/1993
1533,211084,19/06/2016
1534,108523,06/03/2005
1535,394123,19/10/1998
1536,841648,22/11/2018
1537,687775,13/01/2000
1538,865620,03/11/1971
1539,229066,25/04/2013
1540,115780,22/09/2013
1541,630192,07/04/2012
1542,906029,01/11/2014
1543,512664,05/08/2015
1544,418250,15/03/1997
1545,548071,07/10/2005
1546,593039,23/05/2003
1547,420736,12/08/1976
1548,871538,27/07/2013
1549,960774,25/03/2003
1550,374353,04/08/1995
1551,612052,11/08/2005
1552,394137,22/02/2019
1553,225536,20/03/2017
1554,522053,12/02/2016
1555,791204,11/10/1984
1556,755090,03/03/1979
1557,595126,25/02/1988
1558,287044,03/07/2001
1559,867793,04/09/1990
1560,511961,01/09/2015
1561,249605,28/02/2001
1562,152421,12/08/1984
1563,977298,19/07/2009
1564,993904,29/06/2006
1565,200842,10/08/2015
1566,517715,01/11/2013
1567,563998,13/08/2014
1568,835229,23/03/2018
1569,856736,25/08/2017
1570,3514,19/01/2019
1571,518082,17/10/1975
1572,832158,30/12/2002
1573,603456,04/10/1979
1574,411447,06/06/2012
1575,735552,03/12/2003
1576,576960,02/08/1996
1577,735325,25/11/1996
1578,146349,30/03/1996
1579,951911,30/03/2006
1580,875050,03/03/2019
1581,202171,04/10/1967
1582,413075,06/04/2016
1583,287120,29/03/2018
1584,386402,01/05/2018
1585,473047,11/10/1989
1586,690836,23/04/2019
1587,804134,02/08/1997
1588,105036,03/08/2006
1589,903759,20/06/2008
1590,776959,05/07/1997
1591,384662,26/06/1966
1592,780172,09/06/2012
1593,961068,25/01/2017
1594,252579,06/04/1997
1595,200145,11/07/2017
1596,877899,02/10/1963
1597,86676,16/10/2008
1598,420464,04/07/2019
1599,257378,26/06/1992
1600,839304,10/05/2017
1601,446258,16/01/2018
1602,885550,27/05/2019
1603,838145,02/11/2017
1604,320451,17/03/1982
1605,931212,08/12/2017
1606,133557,07/08/2018
1607,320867,23/04/2018
1608,525705,16/08/2003
1609,103549,13/01/2011
1610,977853,30/04/1993
1611,113792,11/09/2013
1612,982711,14/09/2004
1613,867313,07/04/2012
1614,505234,17/04/1997
1615,286176,15/10/2003
1616,555857,02/10/2010
1617,600188,24/03/2019
1618,999195,01/09/1982
1619,469254,25/02/2014
1620,611842,13/09/2007
1621,866800,06/08/1993
1622,808196,16/05/2015
1623,155657,05/12/1993
1624,835776,24/12/1977
1625,994240,03/06/1997
1626,598801,28/12/2017
1627,437542,25/07/2017
1628,63236,10/04/1985
1629,752066,24/07/1984
1630,901450,07/07/2005
1631,694361,14/05/2004
1632,175798,20/01/2018
1633,634941,11/08/2004
1634,352656,06/12/2012
1635,394211,05/01/1995
1636,103804,05/07/1995
1637,884838,11/10/2002
1638,663245,10/12/1974
1639,440703,10/11/2010
1640,78241,14/01/2019
1641,375688,12/01/1970
1642,824134,14/10/1993
1643,511890,26/11/1997
1644,243930,31/10/2000
1645,167961,17/11/2009
1646,913576,14/01/2013
1647,718899,25/02/2019
1648,615508,03/11/1970
1649,584510,02/06/2010
1650,422632,22/07/2011
1651,637200,25/02/1982
1652,196640,29/01/1961
1653,62991,01/11/1985
1654,784750,31/05/1986
1655,414986,27/09/2010
1656,386298,12/06/1995
1657,581060,21/04/1990
1658,744899,27/03/2001
1659,564410,16/07/2019
1660,378187,27/06/2014
1661,147992,19/05/2002
1662,139677,04/05/2012
1663,353176,17/07/2016
1664,966847,25/04/1995
1665,513893,08/10/1978
1666,61447,30/07/2013
1667,411504,02/05/2010
1668,842419,13/05/2019
1669,682663,07/11/2014
1670,183436,04/08/2005
1671,599068,10/03/2013
1672,845866,01/04/2006
1673,187962,14/10/1963
1674,849616,04/02/2013
1675,826648,28/12/1965
1676,608153,27/09/2018
1677,703785,19/02/2019
1678,24645,01/12/1980
1679,892865,11/12/1959
1680,234733,30/03/1999
1681,662692,10/06/2019
1682,13263,20/03/1990
1683,973403,10/07/2007
1684,880762,22/11/2010
1685,134024,02/03/1997
1686,598975,21/05/1984
1687,980744,15/12/1999
1688,365295,16/04/1998
1689,251498,14/07/1998
1690,999268,09/07/1999
1691,79087,19/10/2018
1692,457779,24/04/1999
1693,947420,17/09/2002
1694,59562,21/05/2019
1695,227908,19/07/2019
1696,720145,20/05/1996
1697,563873,30/12/2000
1698,897775,30/11/1976
1699,411804,10/10/2012
1700,409981,08/02/2015
1701,498184,05/09/1993
1702,206277,18/07/1995
1703,901995,09/10/2004
1704,888475,04/08/2003
1705,116678,29/10/2015
1706,342341,05/02/2018
1707,912623,22/06/1995
1708,820889,05/04/1998
1709,905271,16/04/1988
1710,235439,02/05/2001
1711,787160,17/03/1990
1712,9157,30/12/2005
1713,271582,29/03/1997
1714,288784,31/05/2010
1715,47690,06/01/1969
1716,295455,19/06/2004
1717,519624,01/02/1986
1718,859291,09/03/2002
1719,362092,02/04/2005
1720,232104,26/08/2016
1721,614719,30/09/2009
1722,285369,03/03/2017
1723,736763,09/10/2004
1724,356232,01/10/2013
1725,576320,27/01/2006
1726,339479,09/08/2008
1727,666243,26/08/2013
1728,575585,02/04/2017
1729,936738,15/10/2004
1730,299844,18/11/1978
1731,103968,11/07/1996
1732,333998,29/06/1994
1733,313425,11/05/2015
1734,851609,26/10/2015
1735,531011,13/07/2010
1736,643775,15/05/2017
1737,29036,30/01/1974
1738,372015,19/09/2017
1739,81971,18/02/2013
1740,199803,20/12/1986
1741,663112,01/05/2017
1742,62120,11/11/1988
1743,500479,07/04/2001
1744,779016,01/01/2013
1745,995110,22/11/2006
1746,82222,01/02/1958
1747,840367,30/12/2013
1748,905558,13/04/2010
1749,641789,20/07/1963
1750,611033,03/11/1993
1751,820355,20/01/1984
1752,651404,20/08/2019
1753,736551,28/04/1983
1754,283866,12/10/1984
1755,278839,01/06/1961
1756,69098,25/08/2005
1757,38613,13/08/2018
1758,613560,26/06/1995
1759,278609,25/01/2018
1760,209169,13/06/1986
1761,997548,17/03/2008
1762,260806,13/02/2013
1763,126580,16/09/2015
1764,680881,12/04/2016
1765,962961,11/04/2018
1766,595430,12/07/2006
1767,857648,12/04/2009
1768,822737,30/11/2011
1769,163581,26/03/1977
1770,463301,23/09/1999
1771,109197,24/08/1987
1772,558695,16/02/1980
1773,393720,09/09/1984
1774,321241,01/11/1999
1775,411277,06/10/2007
1776,693966,07/01/1985
1777,334480,08/04/1998
1778,453619,23/04/1990
1779,159807,12/05/1992
1780,603137,26/08/2014
1781,767307,17/06/1995
1782,112048,25/11/2014
1783,105663,15/07/2012
1784,697324,02/10/2018
1785,22829,26/10/2013
1786,706539,21/11/2016
1787,295888,27/10/1981
1788,395653,03/12/2018
1789,987927,27/03/2017
1790,318392,09/12/2018
1791,694888,14/08/2019
1792,312611,14/10/2014
1793,837670,25/05/1970
1794,144191,04/08/2014
1795,617629,19/02/1984
1796,140923,16/04/2015
1797,392001,06/08/2016
1798,514697,21/11/2002
1799,10750,05/09/2013
1800,544086,01/03/1995
1801,633487,05/02/2019
1802,997270,29/03/1999
1803,121109,18/07/1957
1804,291292,09/02/1978
1805,174948,30/03/1993
1806,748054,04/02/2009
1807,60380,10/09/1978
1808,893584,26/10/2014
1809,696011,25/05/1963
1810,235566,16/04/1993
1811,612504,20/02/1999
1812,782443,06/06/1998
1813,454293,12/02/1999
1814,733847,30/11/2014
1815,918758,09/06/1960
1816,539410,16/08/2019
1817,367953,26/01/2013
1818,298949,24/09/2014
1819,306597,02/06/2006
1820,66501,18/11/2006
1821,786634,20/02/2019
1822,277553,15/08/2002
1823,113323,21/03/2019
1824,480183,16/05/2003
1825,553540,17/06/1980
1826,838540,26/03/2007
1827,19239,01/11/2000
1828,399707,30/04/1960
1829,898552,04/12/2011
1830,619190,07/05/2019
1831,977827,11/12/2000
1832,46276,21/10/2012
1833,716924,20/05/1994
1834,750862,17/11/2005
1835,590103,11/01/1974
1836,598873,01/09/1960
1837,467350,25/05/1988
1838,535570,22/03/2007
1839,465749,06/06/2016
1840,190358,11/02/2011
1841,497516,29/01/1999
1842,104686,30/03/1984
1843,241241,14/12/2018
1844,416118,12/12/2018
1845,836992,12/05/2009
1846,111730,02/07/2011
1847,854462,21/03/2019
1848,390522,16/01/1993
1849,475558,16/02/2013
1850,214661,09/05/1995
1851,905455,13/03/1994
1852,201300,25/04/2017
1853,888517,10/04/1998
1854,477713,30/10/2004
1855,701796,30/09/1980
1856,793818,16/10/2009
1857,596928,13/07/2006
1858,329307,02/09/1995
1859,853006,26/11/2008
1860,522022,07/05/2000
1861,561283,30/11/2008
1862,783073,08/01/1970
1863,364847,02/05/2019
1864,837082,10/11/2002
1865,69214,10/11/2011
1866,151733,22/08/1992
1867,375913,14/10/2000
1868,755515,26/01/1993
1869,864823,14/06/1989
1870,881450,28/10/2018
1871,487437,11/01/2016
1872,534620,29/10/1995
1873,694124,31/05/1991
1874,758550,11/07/2005
1875,490829,13/05/2015
1876,615685,14/05/1996
1877,820725,26/05/2006
1878,736210,29/09/1997
1879,327675,19/02/2019
1880,507993,04/08/1964
1881,347613,07/11/2015
1882,759476,05/08/2006
1883,454957,08/11/2006
1884,979457,24/06/2018
1885,805140,01/03/2019
1886,371536,12/11/2003
1887,395077,05/08/2007
1888,923876,10/05/2019
1889,720964,03/07/2009
1890,884070,04/04/1990
1891,102520,07/04/1986
1892,26257,05/06/2009
1893,179564,30/10/2018
1894,605490,02/12/1996
1895,270882,19/01/2019
1896,187959,02/12/1983
1897,615488,30/11/2000
1898,100794,01/10/2002
1899,119688,09/04/2015
1900,993591,24/07/2018
1901,811804,23/12/1995
1902,306990,02/10/2002
1903,116095,29/05/2014
1904,496677,08/06/1958
1905,934029,23/06/2017
1906,339124,26/08/2010
1907,726600,29/08/1989
1908,588132,08/03/2013
1909,729466,31/07/1998
1910,355598,31/03/1981
1911,108853,15/03/1998
1912,822449,19/12/2012
1913,56413,27/02/2018
1914,473554,02/12/2009
1915,841225,25/04/2009
1916,116668,02/06/1981
1917,147491,20/08/1998
1918,809547,21/03/2019
1919,514953,14/04/1978
1920,314954,05/01/2011
1921,757952,19/06/2018
1922,23473,19/06/2015
1923,518566,26/06/2017
1924,790293,03/05/1958
1925,628739,14/07/1995
1926,60809,03/04/2006
1927,741973,25/05/2004
1928,571437,17/02/2003
1929,18074,25/10/2013
1930,196865,09/05/1988
1931,8639,18/11/1966
1932,742651,21/11/2012
1933,784198,11/03/2019
1934,37695,15/07/1997
1935,567010,31/08/1966
1936,718565,24/04/1983
1937,332681,21/12/1965
1938,801130,09/02/1988
1939,982564,04/03/2004
1940,677084,19/10/1993
1941,608200,17/07/2013
1942,578174,01/10/2017
1943,75520,26/09/1993
1944,641353,27/06/1960
1945,338110,21/05/1977
1946,664920,13/01/2018
1947,288036,06/10/2009
1948,610495,09/12/1971
1949,292874,23/08/1988
1950,601708,28/10/1999
1951,834310,15/07/2011
1952,658233,05/03/2004
1953,181689,30/06/2014
1954,126372,18/04/2017
1955,624487,06/06/1966
1956,926220,21/04/2011
1957,274072,20/03/2017
1958,125148,05/02/2001
1959,976562,13/05/2016
1960,614428,05/10/2011
1961,109190,01/10/2012
1962,124954,02/07/2017
1963,931234,29/12/2000
1964,487315,24/10/1999
1965,647433,04/06/2013
1966,537351,22/03/2019
1967,67655,21/11/2001
1968,41822,23/11/2018
1969,503582,27/07/2008
1970,436011,03/01/2011
1971,17447,10/04/2018
1972,880587,23/09/2006
1973,946758,04/05/2017
1974,30802,11/08/1992
1975,692324,27/09/2011
1976,387115,18/07/2004
1977,753529,11/09/1958
1978,903950,13/11/2012
1979,120360,04/02/2013
1980,597809,01/11/2018
1981,772871,03/12/2017
1982,351433,10/10/1999
1983,448605,12/02/2002
1984,858820,26/09/1990
1985,835955,19/07/1993
1986,381360,11/01/2001
1987,507380,07/05/1991
1988,311475,26/02/1996
1989,35477,28/02/2019
1990,491052,06/06/1971
1991,960080,14/10/1993
1992,421269,31/08/1997
1993,583064,22/05/2014
1994,602913,21/08/2018
1995,167153,04/12/2005
1996,319083,09/06/1974
1997,528323,21/06/2018
1998,105294,19/03/1970
1999,119622,02/12/1970
2000,399353,01/09/2006
2001,742915,11/05/2007
2002,49277,04/05/2017
2003,459232,25/04/2019
2004,925201,13/07/2007
2005,423902,28/12/1987
2006,484880,16/06/2019
2007,715473,15/02/1996
2008,998401,03/11/2003
2009,980639,26/05/2015
2010,42958,01/04/2008
2011,471205,30/08/2018
2012,142688,26/02/2011
2013,901801,26/04/1979
