mid,ONG
1013,"Boyle, Walsh And Blanda"
1014,Von-Grady
1015,Hauck 
1016,"Bergstrom, Barrows And Shields"
1017,Hilll 
1018,Roberts Group
1019,Lueilwitz 
1020,Marks-Stokes
1021,"Kuvalis, Harris And Okuneva"
1022,Mcdermott Inc
1023,Little-Murazik
1024,Kilback 
1025,Klein-Bartoletti
1026,"Pollich, Nikolaus And Gottlieb"
1027,"Gleason, Stoltenberg And Anderson"
1028,Cremin-Hodkiewicz
1029,Towne 
1030,Terry Inc
1031,Sanford And Sons
1032,Simonis Inc
1033,Corkery-Corwin
1034,Hessel-Toy
1035,Haag-Stoltenberg
1036,Auer-Ryan
1037,Rutherford Group
1038,"Williamson, Hermiston And Bauch"
1039,Daniel 
1040,"Torp, Bruen And Douglas"
1041,"Cole, Reichert And Halvorson"
1042,"Gleichner, Waelchi And Douglas"
1043,Hoppe-Zboncak
1044,"Schmeler, Carroll And Schaden"
1045,Feil-Reilly
1046,Mraz Group
1047,"Glover, Dickens And Russel"
1048,África Digna
1049,Breitenberg-Murphy
1050,Wisozk-Bernier
1051,"King, Gusikowski And Mosciski"
1052,"Keeling, Collins And Yost"
1053,Bosco-Kuhn
1054,Johns-Wolff
1055,"Kassulke, Hamill And Luettgen"
1056,"Medhurst, Thiel And Schuster"
1057,"Wyman, Nicolas And Fahey"
1058,"Champlin, Oberbrunner And Eichmann"
1059,Steuber-Lang
1060,Moore-O'Conner
1061,Franecki Group
1062,"Becker, Haag And Hammes"
1063,Brekke-Crist
1064,"Wisozk, Smitham And Wisoky"
1065,Schimmel Inc
1066,Mayert-Nader
1067,Upton-O'Keefe
1068,"Hane, Buckridge And Kuhn"
1069,Kulas-Crist
1070,Quitzon Group
1071,Adca
1072,Zulauf And Sons
1073,Wolff-Greenholt
1074,África Esperanza
1075,"Larson, Franecki And Macejkovic"
1076,Jenkins-Kemmer
1077,África-Edusa
1078,"Reilly, Veum And Wehner"
1079,Green-Cruickshank
1080,"Kuhlman, Denesik And King"
1081,"Schaden, Cronin And Bernier"
1082,Johns-Wolff
1083,Jerde-Lowe
1084,Swaniawski Group
1085,Johnston-Rath
1086,Schneider Inc
1087,Denesik And Sons
1088,Adavas
1089,Treutel-Stamm
1090,Schoen And Sons
1091,Bosco-Lockman
1092,"Weissnat, Jaskolski And Bins"
1093,"Botsford, Breitenberg And Steuber"
1094,Haag-Stoltenberg
1095,Hagenes-Gutmann
1096,"Koch, Feil And Spencer"
1097,Schroeder-Wiza
1098,"Hane, Wyman And Rempel"
1099,Afimu
1100,"Bartoletti, Macejkovic And Doyle"
1101,Carroll-Mcclure
1102,"Powlowski, Kohler And Deckow"
1103,Goyette 
1104,Adenex
1105,Moore-O'Conner
1106,Schiller Inc
1107,Schuppe Group
1108,Jenkins Group
1109,Corkery-Halvorson
1110,"Macejkovic, Gusikowski And Keeling"
1111,"Konopelski, Schaefer And Feil"
1112,O'Hara-Bergstrom
1113,Konopelski-Langosh
1114,Sawayn Inc
1115,"Miller, Senger And Kertzmann"
1116,"Becker, Haag And Hammes"
1117,Abbott 
1118,Mitchell-Bosco
1119,"Conroy, Wisoky And Daniel"
1120,Von-Grady
1121,D'Amore 
1122,"Renner, Bogisich And O'Kon"
1123,Quitzon Inc
1124,Homenick-Rowe
1125,"Mckenzie, Paucek And Jaskolski"
1126,Wintheiser 
1127,Simonis-Torphy
1128,Braun-Bechtelar
1129,Keebler-Stark
1130,"Rippin, Huel And Mccullough"
1131,"Roob, Windler And Weimann"
1132,Bins Group
1133,D'Amore-Kuhlman
1134,"Williamson, Hermiston And Bauch"
1135,Torp-Hintz
1136,Ziemann-Leuschke
1137,Wilkinson-Zboncak
1138,Flatley Group
1139,Paucek Group
1140,Schiller-Mitchell
1141,Sporer Inc
1142,"Schmidt, Reinger And Zulauf"
1143,Price Inc
1144,Grant-Schaden
1145,Bosco And Sons
1146,Goyette-Rau
1147,"Mertz, Greenholt And Lind"
1148,"Jacobs, Bechtelar And Skiles"
1149,"Kuvalis, Bauch And Schumm"
1150,"Kuhlman, Bashirian And Abbott"
1151,Yost Inc
1152,"Ratke, Connelly And Ward"
1153,"Hegmann, Koelpin And Lindgren"
1154,"Watsica, Spencer And Weissnat"
1155,"Larson, Franecki And Macejkovic"
1156,Heaney-Harber
1157,Wolf And Sons
1158,"Orn, Conn And Jakubowski"
1159,"Cassin, Kohler And Bauch"
1160,Feil-Reilly
1161,Jerde-Bauch
1162,King And Sons
1163,Jenkins-Dicki
1164,Bahringer-Lehner
1165,Thiel And Sons
1166,Franecki-Beahan
1167,Blanda-Gislason
1168,"Mante, Bode And Wiegand"
1169,Stracke-Mayer
1170,Dicki 
1171,Considine-Weimann
1172,"Mertz, Boyle And Franecki"
1173,Franecki-Beahan
1174,Bednar-Crist
1175,"Erdman, Braun And Runolfsson"
1176,"Rippin, Huel And Mccullough"
1177,Hickle 
1178,Hilll 
1179,Erdman-Block
1180,Hilll-Tromp
1181,"Hilll, Blick And Cartwright"
1182,"Pagac, Huel And Abshire"
1183,Durgan 
1184,Considine-Weimann
1185,Roob 
1186,Senger-Bins
1187,Boehm 
1188,Hartmann And Sons
1189,"Conroy, Wisoky And Daniel"
1190,Lind-Kuphal
1191,Terry 
1192,"Dickens, Pfeffer And Nienow"
1193,"Heller, Lubowitz And Dach"
1194,"King, Gusikowski And Mosciski"
1195,"Hane, Wyman And Rempel"
1196,Schiller-Mitchell
1197,Gutkowski-Schinner
1198,Quitzon-Stark
1199,Gibson-Hills
1200,Bechtelar-Wuckert
1201,"Moen, Koss And Paucek"
1202,Murray-Braun
1203,Huels 
1204,Schmitt-Mckenzie
1205,"Lubowitz, Weimann And Lemke"
1206,Hauck-Lind
1207,"Walker, Paucek And Beer"
1208,Feest 
1209,Goyette-Rau
1210,Shields-Kuhlman
1211,Heaney Inc
1212,"Friesen, Friesen And Hodkiewicz"
1213,Frami Group
1214,"Schaden, Wehner And Price"
1215,"Bauch, Ernser And Cronin"
1216,Mraz Group
1217,"Littel, Bode And Dibbert"
1218,Witting-Ernser
1219,"Becker, Haag And Hammes"
1220,"Jacobs, Bechtelar And Skiles"
1221,Raynor-Reichel
1222,"Upton, Boehm And Haag"
1223,Bednar-Flatley
1224,"Rice, Ondricka And Block"
1225,Rolfson And Sons
1226,Fritsch Group
1227,Luettgen Group
1228,"Lesch, Rath And Pfannerstill"
1229,Moore-O'Conner
1230,Barrows-Sauer
1231,Luettgen And Sons
1232,"Boyle, Walsh And Blanda"
1233,Waelchi Inc
1234,Afs Intercultura
1235,Pouros Group
1236,Swaniawski-Sawayn
1237,"Heidenreich, Boyer And Dach"
1238,"Kiehn, Lueilwitz And Schimmel"
1239,Cronin 
1240,Gleason And Sons
1241,"Haley, Bergstrom And Auer"
1242,Reinger And Sons
1243,Quitzon-Hand
1244,Streich Group
1245,Keeling Group
1246,Wisozk 
1247,Kuhic Inc
1248,"Lowe, Streich And Purdy"
1249,"Torp, Schmitt And Kemmer"
1250,Kerluke-Yundt
1251,Predovic Inc
1252,Connelly-Maggio
1253,Marvin-Corkery
1254,Zboncak Inc
1255,"Nader, Dietrich And Frami"
1256,Bartell Inc
1257,Barrows-Sauer
1258,Cole-Reilly
1259,"Kutch, Cremin And Mcclure"
1260,Stokes Inc
1261,Bradtke And Sons
1262,Hayes-O'Reilly
1263,"Bins, Ortiz And Bogan"
1264,Runolfsdottir-Prosacco
1265,Hills Inc
1266,"Collins, Pacocha And Turcotte"
1267,Goldner-Klocko
1268,"Bruen, Macgyver And Deckow"
1269,Runolfsson-Renner
1270,Boehm-Luettgen
1271,Grant-Schaden
1272,África Viva
1273,"Gutkowski, Huel And Murazik"
1274,Kub-Dibbert
1275,Auer-Ryan
1276,D'Amore-Kuhlman
1277,Klein Group
1278,"Langosh, Lueilwitz And Lehner"
1279,Hagenes-Gutmann
1280,Watsica-Morissette
1281,Batz Inc
1282,"Torphy, Adams And Walter"
1283,"Johns, Wisozk And Johnson"
1284,Dibbert And Sons
1285,Wiegand Group
1286,Bechtelar-Wuckert
1287,Kertzmann-Kulas
1288,"Reichert, Mayer And Schmitt"
1289,Stracke-Mayer
1290,Boehm-Conroy
1291,Kuhic-Zboncak
1292,Hettinger 
1293,Carroll-Mcclure
1294,Rippin-Torphy
1295,Ritchie Group
1296,Hayes And Sons
1297,Durgan 
1298,"Erdman, Braun And Runolfsson"
1299,Berge 
1300,Simonis-Torphy
1301,"Goodwin, Cremin And Raynor"
1302,Ledner-Hoppe
1303,Schroeder-Hamill
1304,"Grimes, Leuschke And Huel"
1305,"Dibbert, Mckenzie And Cronin"
1306,"Trantow, Schneider And Marvin"
1307,"Rice, Daniel And Klocko"
1308,"Weissnat, Jaskolski And Bins"
1309,Prohaska-Lueilwitz
1310,D'Amore And Sons
1311,"Jacobson, Boyer And Gleichner"
1312,"Johnson, Batz And Davis"
1313,"Herzog, Grimes And Jast"
1314,"Schaden, Homenick And Gutkowski"
1315,Rutherford-Becker
1316,Schiller-Reilly
1317,"Bruen, Cruickshank And Blick"
1318,Raynor-Oberbrunner
1319,Durgan And Sons
1320,Bins-Goldner
1321,Bode-Nikolaus
1322,Hermiston And Sons
1323,"Blanda, Stanton And Altenwerth"
1324,Afrikable Ongd
1325,Zieme 
1326,Paucek Group
1327,"Bruen, Kulas And Hodkiewicz"
1328,"Volkman, Hamill And Stiedemann"
1329,"Baumbach, Reinger And Jaskolski"
1330,"Trantow, Greenholt And Keebler"
1331,"Nader, Dietrich And Frami"
1332,Hickle 
1333,Mertz Inc
1334,"Johns, Wisozk And Johnson"
1335,"Lynch, Feest And Eichmann"
1336,"Turner, Medhurst And Carroll"
1337,"Langosh, Lueilwitz And Lehner"
1338,"Bergstrom, Barrows And Shields"
1339,Towne 
1340,Ortiz-Weimann
1341,"Beer, Zieme And Huels"
1342,Murphy-Yundt
1343,Zieme-Metz
1344,Dicki-Schaden
1345,"Dickens, Pfeffer And Nienow"
1346,Leffler Group
1347,Smith-Schowalter
1348,"Collins, Collier And Herman"
1349,O'Hara 
1350,"Cronin, Gibson And Parisian"
1351,"Shields, Grant And Bernier"
1352,"Bernier, Shields And Mraz"
1353,Kuhn-Herzog
1354,Runolfsdottir-Emard
1355,Hilll Group
1356,"Nolan, Reynolds And Waters"
1357,Gusikowski-Bechtelar
1358,Dubuque And Sons
1359,"Fay, Hyatt And Rolfson"
1360,África Viva
1361,"Heller, Lubowitz And Dach"
1362,Mcdermott Inc
1363,Hills-Quitzon
1364,Bins-Goldner
1365,Satterfield And Sons
1366,Buckridge-Greenfelder
1367,Little-Murazik
1368,Wisoky 
1369,Fay Inc
1370,"Grady, Nicolas And Blick"
1371,"Powlowski, Kohler And Deckow"
1372,Ritchie Group
1373,"Walsh, Hettinger And Grimes"
1374,Lind-Schuppe
1375,Gutkowski-Nikolaus
1376,"Heller, Lubowitz And Dach"
1377,"Wyman, Nicolas And Fahey"
1378,Casper-Jacobson
1379,Rutherford-Becker
1380,"Cole, Reichert And Halvorson"
1381,Ledner-Hoppe
1382,África Digna
1383,Paucek Group
1384,"Labadie, Veum And Hammes"
1385,Pollich-Treutel
1386,Rowe-Wisoky
1387,Connelly-Ruecker
1388,Adela Eh
1389,Smith-Schowalter
1390,Lind-Schuppe
1391,"Miller, Senger And Kertzmann"
1392,Langosh 
1393,Hilpert 
1394,Zulauf And Sons
1395,Lynch 
1396,Reichert-Deckow
1397,Wisoky Inc
1398,Mraz-Eichmann
1399,Williamson-Schmidt
1400,"Mann, Walsh And Dickinson"
1401,Bradtke-Wilkinson
1402,"Langosh, Lueilwitz And Lehner"
1403,"Cruickshank, Nienow And Abbott"
1404,D'Amore 
1405,Conroy Group
1406,"Paucek, Mclaughlin And Green"
1407,Schowalter-Senger
1408,Reinger-Bosco
1409,Towne-Lehner
1410,Keeling Group
1411,Sipes Group
1412,"Dietrich, Conn And Hand"
1413,África Viva
1414,Johnston Group
1415,Bode 
1416,Weissnat Inc
1417,Dietrich 
1418,Bahringer Group
1419,Collier 
1420,Bartoletti-Dickinson
1421,"Roob, Windler And Weimann"
1422,Cremin-Jenkins
1423,"Erdman, Braun And Runolfsson"
1424,Walsh-Doyle
1425,Kunze-Welch
1426,Carter-Mueller
1427,Rutherford-Becker
1428,"Jacobs, Hand And Powlowski"
1429,"Fisher, Cummings And Rowe"
1430,Torp-Hintz
1431,Monahan-Grimes
1432,Marquardt 
1433,"Cole, Reichert And Halvorson"
1434,Ritchie And Sons
1435,Daniel Inc
1436,"Williamson, Hermiston And Bauch"
1437,Yost Inc
1438,Waters Group
1439,Bins-Goldner
1440,Willms-Jacobson
1441,"Ratke, Connelly And Ward"
1442,Bahringer Inc
1443,Simonis Group
1444,Gusikowski-Bechtelar
1445,Ullrich Inc
1446,Muller Inc
1447,Adenex
1448,"Strosin, Frami And Kuhic"
1449,"Heaney, Feest And Murphy"
1450,Haag-Stoltenberg
1451,Johnston And Sons
1452,"Dare, Hessel And Mckenzie"
1453,Huels 
1454,Aesco
1455,Gerlach-Leuschke
1456,"Weissnat, Jaskolski And Bins"
1457,"Kihn, Orn And Farrell"
1458,Barrows-Dibbert
1459,Franecki 
1460,Adem
1461,"Rippin, Huel And Mccullough"
1462,Hilpert 
1463,Jerde-Lowe
1464,Rohan And Sons
1465,África Digna
1466,Dietrich And Sons
1467,Effertz-Zboncak
1468,Nienow 
1469,Wisozk-Bernier
1470,Schimmel-Mcglynn
1471,Braun-Simonis
1472,Schmidt-Schinner
1473,Carroll-Moen
1474,"Walker, Paucek And Beer"
1475,Marvin-Kautzer
1476,"Grady, Hermann And Streich"
1477,Hills Inc
1478,Purdy And Sons
1479,"Cassin, Kohler And Bauch"
1480,"Kling, Effertz And Anderson"
1481,Zemlak-Daniel
1482,"Cartwright, Gusikowski And Miller"
1483,Adavas
1484,Langosh-Reilly
1485,Heaney-Harber
1486,Cassin-Mayer
1487,Klein-Bartoletti
1488,Roob-Jacobson
1489,"Dibbert, Mckenzie And Cronin"
1490,Barrows-Dibbert
1491,Kilback Inc
1492,Hickle Group
1493,Hauck-Metz
1494,Sanford 
1495,Weissnat-Bergstrom
1496,Conn-Jones
1497,Rohan Inc
1498,Stokes Inc
1499,"Feil, Lehner And Krajcik"
1500,"Kling, Effertz And Anderson"
1501,"Bruen, Kulas And Hodkiewicz"
1502,Wiegand Group
1503,Graham 
1504,Cruickshank Inc
1505,Willms-Jacobson
1506,Doyle-Jenkins
1507,Williamson-Schmidt
1508,Wilkinson-Schmidt
1509,"Lesch, Rath And Pfannerstill"
1510,Nienow 
1511,O'Conner Inc
1512,"Altenwerth, Abernathy And Kuvalis"
1513,"Ledner, Skiles And Emard"
1514,"Bruen, Macgyver And Deckow"
1515,"Lindgren, Barrows And Goodwin"
1516,Koepp 
1517,Cremin-Hodkiewicz
1518,Conroy 
1519,Kub Group
1520,"Erdman, Braun And Runolfsson"
1521,"Cassin, Grant And Pfannerstill"
1522,"Glover, Dickens And Russel"
1523,Kozey Inc
1524,"Wunsch, Barrows And Hoeger"
1525,Stark 
1526,Hahn And Sons
1527,"Lebsack, Borer And Sanford"
1528,"Tillman, Brakus And Padberg"
1529,"Wunsch, Barrows And Hoeger"
1530,Schmidt-Schinner
1531,Buckridge-Greenfelder
1532,"Kilback, Frami And Abbott"
1533,Bradtke-Walsh
1534,Nikolaus-Mueller
1535,"Mckenzie, Cummings And Rippin"
1536,Hintz-Reilly
1537,Wintheiser 
1538,Marks-Stokes
1539,"Roob, Windler And Weimann"
1540,Hammes-Conn
1541,"Lowe, Quitzon And Johnson"
1542,King 
1543,Konopelski-Langosh
1544,Renner-Erdman
1545,"Zemlak, Cruickshank And Boehm"
1546,Adane
1547,Schuppe Group
1548,Wehner-Jenkins
1549,"Kassulke, Morar And Crooks"
1550,Runolfsdottir-Emard
1551,Weissnat-Bergstrom
1552,"Abshire, Crooks And Kassulke"
1553,"Nienow, Harvey And Bartoletti"
1554,Renner-Erdman
1555,"Reichert, Mayer And Schmitt"
1556,Mitchell-Bosco
1557,Abbott 
1558,Cremin And Sons
1559,Koepp 
1560,Bradtke And Sons
1561,Hirthe Group
1562,Harber-Blanda
1563,"Stiedemann, Willms And Fay"
1564,Franecki 
1565,Abbott 
1566,Streich Group
1567,"Tillman, Brakus And Padberg"
1568,"Weimann, Armstrong And Luettgen"
1569,Connelly-Maggio
1570,"Volkman, Hamill And Stiedemann"
1571,Sporer Inc
1572,Bahringer-Johnston
1573,Mitchell-Bosco
1574,Becker And Sons
1575,Wolff-Greenholt
1576,Christiansen 
1577,Kilback 
1578,Wisozk-Connelly
1579,"Weimann, Armstrong And Luettgen"
1580,Breitenberg 
1581,Quitzon Group
1582,Luettgen And Sons
1583,"Deckow, Cassin And Dooley"
1584,Nicolas Group
1585,Graham 
1586,Wilderman-Leannon
1587,"Schiller, Ullrich And Willms"
1588,"Boehm, Mccullough And Cronin"
1589,"Littel, Bode And Dibbert"
1590,"Torp, Schmitt And Kemmer"
1591,"Turner, Medhurst And Carroll"
1592,"Runte, Baumbach And Runte"
1593,Jaskolski-Ebert
1594,Sanford 
1595,Wehner And Sons
1596,Hessel-Toy
1597,"Goyette, Huels And Champlin"
1598,Wiegand 
1599,Leffler Group
1600,Boehm 
1601,Frami Group
1602,Cremin Inc
1603,Stracke-Mayer
1604,"Feil, Kemmer And Koch"
1605,Keebler 
1606,Mertz Group
1607,Wuckert 
1608,"Konopelski, Hermann And Ziemann"
1609,"Kling, Barrows And Rau"
1610,Gutkowski 
1611,"Abbott, Torp And Mcdermott"
1612,Zieme 
1613,Zulauf And Sons
1614,Blick-Bartell
1615,Barrows-Sauer
1616,Streich Group
1617,Schneider And Sons
1618,"Wunsch, Barrows And Hoeger"
1619,Brakus Group
1620,Steuber-Lang
1621,Zieme Group
1622,"Sporer, Graham And Medhurst"
1623,"Heidenreich, Boyer And Dach"
1624,"Pagac, Huel And Abshire"
1625,Koch-Schneider
1626,Connelly-Ruecker
1627,Bins-Goldner
1628,Dietrich-Roob
1629,Hauck 
1630,"Macejkovic, Gusikowski And Keeling"
1631,"Cummerata, Gutmann And Gaylord"
1632,Hoppe-Wolf
1633,Lebsack-Senger
1634,Corkery-Halvorson
1635,Farrell Group
1636,Ritchie-Rath
1637,Reinger And Sons
1638,Paucek 
1639,"Erdman, Graham And Yost"
1640,"Doyle, Ernser And Pacocha"
1641,Sauer-Stoltenberg
1642,Trantow-Quigley
1643,Koch-Schneider
1644,Buckridge-Greenfelder
1645,Moore-O'Conner
1646,Little-Murazik
1647,Lubowitz Group
1648,Hudson 
1649,Smitham-Hickle
1650,"Zemlak, Thompson And Schuppe"
1651,"Lang, Kohler And Dietrich"
1652,Hettinger-Lynch
1653,"Gleichner, Waelchi And Douglas"
1654,"Veum, Ritchie And Crist"
1655,Franecki Group
1656,"Little, Heller And Lubowitz"
1657,"Schaefer, Bednar And Welch"
1658,"Gleason, Stoltenberg And Anderson"
1659,Kunde Inc
1660,Schiller-Mitchell
1661,Cole-Reilly
1662,Rutherford-Becker
1663,"Williamson, Lindgren And Cummerata"
1664,Gulgowski Inc
1665,Cremin And Sons
1666,Nikolaus-Mueller
1667,Gaylord Inc
1668,"Buckridge, Okuneva And Keebler"
1669,"Grimes, Leuschke And Huel"
1670,"Heller, Lubowitz And Dach"
1671,Dach Inc
1672,Funk And Sons
1673,Hudson-Mayer
1674,Lesch-Homenick
1675,Schmitt 
1676,Waelchi Inc
1677,Kuhn-Herzog
1678,Murphy-Kunde
1679,"Steuber, Rutherford And Upton"
1680,"Langosh, Lueilwitz And Lehner"
1681,Bartoletti-Kunde
1682,Hermiston Group
1683,Gibson-Hills
1684,Cruickshank Inc
1685,"Lakin, Smitham And Greenholt"
1686,Doyle-Powlowski
1687,África Digna
1688,Trantow-Quigley
1689,"Medhurst, Thiel And Schuster"
1690,Russel 
1691,Treutel-Stamm
1692,Doyle-Powlowski
1693,Stoltenberg 
1694,Sauer-Stoltenberg
1695,"Jacobs, Bechtelar And Skiles"
1696,"Cronin, Gibson And Parisian"
1697,Oberbrunner 
1698,"Jacobs, Braun And Schimmel"
1699,Thiel 
1700,"Kohler, Harris And Weissnat"
1701,Adem
1702,"Jacobs, Braun And Schimmel"
1703,Beahan-Kuhlman
1704,"Kilback, Frami And Abbott"
1705,Mraz-Eichmann
1706,Goldner-Klocko
1707,Adane
1708,"Waters, Conroy And Dibbert"
1709,Adecoi
1710,Cremin-Ondricka
1711,Franecki-Beahan
1712,Kulas-Crist
1713,"Torp, Schmitt And Kemmer"
1714,Aufderhar 
1715,Block Group
1716,Green-Cruickshank
1717,Carter-Muller
1718,Quitzon-Hand
1719,"Doyle, Mccullough And Friesen"
1720,"Kling, Effertz And Anderson"
1721,Feil-Reilly
1722,"Mann, Walsh And Dickinson"
1723,Sporer And Sons
1724,"Sporer, Graham And Medhurst"
1725,Kunze-Ernser
1726,Cassin-Mayer
1727,Prohaska Inc
1728,Langosh-Reilly
1729,"Cremin, Klocko And Thiel"
1730,"Brakus, White And Mueller"
1731,"Waelchi, Dare And Rolfson"
1732,Stracke-Mayer
1733,"Goldner, Kertzmann And Paucek"
1734,"Dubuque, Gaylord And Cole"
1735,Abbott Group
1736,Ritchie And Sons
1737,Hettinger-Nolan
1738,"Miller, Senger And Kertzmann"
1739,Purdy And Sons
1740,Boehm-Conroy
1741,"Lebsack, Borer And Sanford"
1742,"Grimes, Leuschke And Huel"
1743,Mueller-Simonis
1744,Herman-Graham
1745,"Ratke, Connelly And Ward"
1746,"Keeling, Bruen And Greenholt"
1747,Nienow 
1748,Fay Inc
1749,"Pollich, Nikolaus And Gottlieb"
1750,O'Reilly Group
1751,"Cronin, Gibson And Parisian"
1752,Predovic-Graham
1753,"Kling, Effertz And Anderson"
1754,"Mante, Bode And Wiegand"
1755,"Kassulke, Morar And Crooks"
1756,Reichert And Sons
1757,Gutkowski Group
1758,"Botsford, Bechtelar And Conn"
1759,"Crooks, Mraz And Volkman"
1760,Dooley-Runolfsson
1761,Osinski-Kunze
1762,"Lynch, Feest And Eichmann"
1763,Raynor 
1764,Maggio-Kuvalis
1765,Adega
1766,"Mertz, Greenholt And Lind"
1767,Williamson-Schmidt
1768,Denesik-Quigley
1769,"Gusikowski, Luettgen And Cremin"
1770,Reichert And Sons
1771,Hintz-Donnelly
1772,"Macejkovic, Gusikowski And Keeling"
1773,Hudson-Mayer
1774,Gutkowski-Schinner
1775,Adega
1776,"Torp, Bruen And Douglas"
1777,Wintheiser 
1778,Will And Sons
1779,Watsica-Hauck
1780,Wolf And Sons
1781,Corkery-Halvorson
1782,Marks-Stokes
1783,Zieme-O'Reilly
1784,Renner Inc
1785,Wuckert Group
1786,Johnston-Spinka
1787,"Little, Heller And Lubowitz"
1788,Goyette 
1789,"Kiehn, Lueilwitz And Schimmel"
1790,"Gutkowski, Kuhlman And Purdy"
1791,Cruickshank Inc
1792,Stracke Inc
1793,Gibson-Hills
1794,Johns-Wolff
1795,"Mann, Walsh And Dickinson"
1796,Blanda-Gislason
1797,Renner Inc
1798,Hodkiewicz 
1799,Denesik And Sons
1800,"Pagac, Huel And Abshire"
1801,Mraz Group
1802,Green-Cruickshank
1803,Leffler Group
1804,Davis Inc
1805,"Macejkovic, Gusikowski And Keeling"
1806,Acción Familiar
1807,Anderson-Orn
1808,"Waters, Conroy And Dibbert"
1809,Adega
1810,"Upton, Boehm And Haag"
1811,Price-Shields
1812,Dickinson 
1813,Wisozk 
1814,Block Group
1815,Rippin-Effertz
1816,"Stark, Langworth And Kovacek"
1817,"Heller, Bradtke And Stoltenberg"
1818,D'Amore-Kuhlman
1819,Durgan And Sons
1820,Witting-Ernser
1821,Davis Inc
1822,Dickens-Boyle
1823,Stokes Inc
1824,"Macejkovic, Barrows And Kshlerin"
1825,Reinger-Bosco
1826,Brekke-Crist
1827,Smitham And Sons
1828,"Homenick, Sipes And Carter"
1829,Zboncak Inc
1830,Aufderhar-Mitchell
1831,"Champlin, O'Reilly And O'Keefe"
1832,Reichert-Deckow
1833,"Herman, Luettgen And Balistreri"
1834,Dietrich 
1835,"Wiza, Price And Jaskolski"
1836,"Kuhlman, Denesik And King"
1837,Adams-Hickle
1838,Kohler And Sons
1839,Lakin-Osinski
1840,Collier 
1841,Dibbert-Shields
1842,"Thompson, Baumbach And Medhurst"
1843,"Turner, Reynolds And Wolf"
1844,"Dickens, Pfeffer And Nienow"
1845,Johnston-Spinka
1846,Zieme-O'Reilly
1847,Raynor-Oberbrunner
1848,Towne-Hamill
1849,Hudson-Mayer
1850,Cremin-Ondricka
1851,Dibbert-Shields
1852,Wunsch-Larson
1853,"Torp, Bruen And Douglas"
1854,"Trantow, Schneider And Marvin"
1855,"Heller, Lubowitz And Dach"
1856,Cremin-Jenkins
1857,Lebsack-Senger
1858,Lakin-Osinski
1859,Mitchell-Bosco
1860,"Renner, Bogisich And O'Kon"
1861,Marvin-Sipes
1862,Reichert And Sons
1863,Labadie And Sons
1864,Block Group
1865,Roob 
1866,"Stokes, Kilback And Boyle"
1867,Jast Group
1868,Sanford 
1869,Klein Group
1870,Mraz-Eichmann
1871,Mueller-Simonis
1872,Miller-Luettgen
1873,"Kling, Donnelly And Blanda"
1874,"Muller, Reichert And Grimes"
1875,Schoen And Sons
1876,Macgyver-Hegmann
1877,Deckow-Nikolaus
1878,Quitzon-Hand
1879,"Haag, Beatty And Walker"
1880,Weissnat Inc
1881,"Frami, Christiansen And Hermann"
1882,Dietrich 
1883,Acción Natura
1884,Borer-Trantow
1885,Raynor-Reichel
1886,Lakin-Osinski
1887,"Hackett, Lockman And Littel"
1888,"Erdman, Braun And Runolfsson"
1889,Okuneva 
1890,África Esperanza
1891,"Dietrich, Conn And Hand"
1892,Renner Inc
1893,Heidenreich Inc
1894,Dibbert And Sons
1895,Doyle-Powlowski
1896,"Heathcote, Schinner And Walker"
1897,"Fisher, Cummings And Rowe"
1898,"Cremin, Klocko And Thiel"
1899,Pollich-Treutel
1900,Wiegand Group
1901,O'Keefe-Zulauf
1902,Franecki-Beahan
1903,Sawayn Inc
1904,Green-Cruickshank
1905,"Cartwright, Kulas And Fahey"
1906,Dickinson-Swift
1907,"Lakin, Smitham And Greenholt"
1908,Kilback Inc
1909,Muller Inc
1910,Wilderman-Leannon
1911,"Gerlach, Fritsch And Rippin"
1912,Johnston Group
1913,Friesen-Pfeffer
1914,Cassin-Mayer
1915,Keeling Group
1916,Raynor-Oberbrunner
1917,"Haley, Bergstrom And Auer"
1918,Zboncak-Mraz
1919,"Powlowski, Kohler And Deckow"
1920,Gleason 
1921,Champlin-Bauch
1922,"Mertz, Boyle And Franecki"
1923,"Wiza, Price And Jaskolski"
1924,Padberg Group
1925,"Weissnat, Jaskolski And Bins"
1926,"Grady, Hermann And Streich"
1927,Quitzon Inc
1928,"Zemlak, Thompson And Schuppe"
1929,"Ryan, Stark And Medhurst"
1930,Goyette 
1931,"Langosh, Lueilwitz And Lehner"
1932,Senger-Bins
1933,Konopelski And Sons
1934,"Ledner, Skiles And Emard"
1935,Braun-Bechtelar
1936,Mcclure 
1937,Gaylord Inc
