mid,proyecto
9180,Algorta
9181,Caserones
9182,Intracampos
9183,"UMH Properties, Inc."
9184,Flor de Los Andes
9185,AGCO Corporation
9186,Cordillera - Tenardita
9187,Cosayach - Soledad
9188,Kraton Corporation
9189,PowerShares Nasdaq Internet Portfolio
9190,"Entergy Louisiana, Inc."
9191,La Productora
9192,Lota
9193,Natl Westminster Pfd
9194,Choquelimpie
9195,Envision Healthcare Corporation
9196,Neff Corporation
9197,"Western New England Bancorp, Inc."
9198,CMP - Boquerón Chañar
9199,Cerro Casale
9200,"UMH Properties, Inc."
9201,Bright Scholar Education Holdings Limited
9202,Del Fierro
9203,Kite Realty Group Trust
9204,"Tootsie Roll Industries, Inc."
9205,The9 Limited
9206,Great Plains Energy Inc
9207,"Blackhawk Network Holdings, Inc."
9208,"Sarepta Therapeutics, Inc."
9209,Cabot Corporation
9210,"TC PipeLines, LP"
9211,Comcast Corporation
9212,Isla Riesco
9213,III de Atacama Kozan
9214,Applied DNA Sciences Inc
9215,Victoria
9216,La Picarda
9217,"Spark Energy, Inc."
9218,Tekla Healthcare Opportunies Fund
9219,Guaranty Bancorp
9220,Walter Investment Management Corp.
9221,"Fiserv, Inc."
9222,Westpac Banking Corporation
9223,West Corporation
9224,Kite Realty Group Trust
9225,San José
9226,"Apple Hospitality REIT, Inc."
9227,Pucobre
9228,Cummins Inc.
9229,"ILG, Inc"
9230,Pascua
9231,STMicroelectronics N.V.
9232,El Toqui
9233,Orbotech Ltd.
9234,"HD Supply Holdings, Inc."
9235,SQM - Yumbes
9236,RenaissanceRe Holdings Ltd.
9237,3M Company
9238,"HD Supply Holdings, Inc."
9239,"Everspin Technologies, Inc."
9240,"Enanta Pharmaceuticals, Inc."
9241,"FairPoint Communications, Inc."
9242,Tres Valles
9243,"SolarEdge Technologies, Inc."
9244,PTC Inc.
9245,Arch Capital Group Ltd.
9246,Nuveen Floating Rate Income Fund
9247,Alliance National Municipal Income Fund Inc
9248,"Shutterstock, Inc."
9249,Esperanza
9250,"Avenue Therapeutics, Inc."
9251,"Littelfuse, Inc."
9252,Mantos de la Luna
9253,Coirón
9254,U.S. Energy Corp.
9255,Spence
9256,"Dynex Capital, Inc."
9257,Manantial
9258,Clifton Bancorp Inc.
9259,Cordillera - Tenardita
9260,Don Alberto
9261,El Abra
9262,First Trust Multi-Asset Diversified Income Index Fund
9263,"Ulta Beauty, Inc."
9264,Array BioPharma Inc.
9265,Celite - Carol
9266,Cowen Inc.
9267,"Sportsman's Warehouse Holdings, Inc."
9268,"First Hawaiian, Inc."
9269,Guaranty Bancorp
9270,Regal Entertainment Group
9271,"support.com, Inc."
9272,Mantos Blancos
9273,Torchmark Corporation
9274,SQM Salar
9275,iShares MSCI EM ESG Optimized ETF
9276,Caleta El Cobre
9277,"Evolving Systems, Inc."
9278,PowerShares Nasdaq Internet Portfolio
9279,Diana Shipping inc.
9280,United States Cellular Corporation
9281,Azul S.A.
9282,Alhué
9283,Quebrada Blanca
9284,El Abra
9285,Great Elm Capital Corp.
9286,Aircastle Limited
9287,San Gerónimo
9288,iShares MSCI EM ESG Optimized ETF
9289,Mantos de la Luna
9290,Los Pelambres
9291,Orbotech Ltd.
9292,"Avenue Therapeutics, Inc."
9293,ENGlobal Corporation
9294,"German American Bancorp, Inc."
9295,Dorado
9296,Kite Realty Group Trust
9297,Bronce de Petorca
9298,"Impax Laboratories, Inc."
9299,The Community Financial Corporation
9300,"Tootsie Roll Industries, Inc."
9301,"National American University Holdings, Inc."
9302,CMP - Los Colorados
9303,Don Alberto
9304,TICC Capital Corp.
9305,"Ocular Therapeutix, Inc."
9306,"Financial Engines, Inc."
9307,Julia
9308,"Evolving Systems, Inc."
9309,Antucoya
9310,"TC PipeLines, LP"
9311,Cerro Colorado
9312,"support.com, Inc."
9313,Punitaqui
9314,CoreSite Realty Corporation
9315,Old Republic International Corporation
9316,Franke
9317,"Sarepta Therapeutics, Inc."
9318,Caleta El Cobre
9319,Tres Valles
9320,Celite - Carol
9321,Tuina
9322,El Tesoro
9323,Linderos
9324,Las Arenitas
9325,"Evolving Systems, Inc."
9326,Cerro Blanco
9327,Carola
9328,Applied DNA Sciences Inc
9329,Virco Manufacturing Corporation
9330,Victoria
9331,AdvisorShares Market Adaptive Unconstrained Income ETF
9332,"Hub Group, Inc."
9333,Caserones
9334,Intracampos
9335,Cóndor
9336,Central Garden & Pet Company
9337,Las Pataguas
9338,"Kayne Anderson Energy Total Return Fund, Inc."
9339,iShares 20+ Year Treasury Bond ETF
9340,Marine Petroleum Trust
9341,AmerisourceBergen Corporation (Holding Co)
9342,"Enanta Pharmaceuticals, Inc."
9343,"Recon Technology, Ltd."
9344,"Forterra, Inc."
9345,AbbVie Inc.
9346,"MiMedx Group, Inc"
9347,Coirón
9348,"First Hawaiian, Inc."
9349,Comcast Corporation
9350,"Mid-America Apartment Communities, Inc."
9351,Maganeso III de Atacama
9352,Tranquilo
9353,Peapack-Gladstone Financial Corporation
9354,Algorta
9355,Celgene Corporation
9356,Inseego Corp.
9357,SQM - Mapocho
9358,Coirón
9359,Janus Henderson Small Cap Growth Alpha ETF
9360,Collahuasi
9361,Celgene Corporation
9362,Pucobre
9363,Pucobre
9364,Silicon Motion Technology Corporation
9365,"FTI Consulting, Inc."
9366,Franke
9367,Las Luces
9368,"Western Refining Logistics, LP"
9369,Pirquitas
9370,Mantos Blancos
9371,Natl Westminster Pfd
9372,iPath US Treasury Long Bond Bear ETN
9373,"First Hawaiian, Inc."
9374,"Tootsie Roll Industries, Inc."
9375,La Patagua
9376,BLDRS Developed Markets 100 ADR Index Fund
9377,Chimborazo
9378,"First Financial Bankshares, Inc."
9379,Alliance National Municipal Income Fund Inc
9380,Hamilton Lane Incorporated
9381,Great Elm Capital Corp.
9382,La Marcelina
9383,Elenita
9384,Enel Generacion Chile S.A.
9385,"Texas Capital Bancshares, Inc."
9386,"Dynex Capital, Inc."
9387,"Ellie Mae, Inc."
9388,Catamutún
9389,EQT Corporation
9390,"Everspin Technologies, Inc."
9391,Apollo Senior Floating Rate Fund Inc.
9392,Andina
9393,BLDRS Developed Markets 100 ADR Index Fund
9394,Regal Entertainment Group
9395,"Portola Pharmaceuticals, Inc."
9396,BLDRS Asia 50 ADR Index Fund
9397,Zion Oil & Gas Inc
9398,Mantos Blancos
9399,Quebrada Blanca
9400,American Homes 4 Rent
9401,"Pepsico, Inc."
9402,Guanaco
9403,Delta
9404,Anheuser-Busch Inbev SA
9405,Nabriva Therapeutics AG
9406,Candelaria
9407,E.I. du Pont de Nemours and Company
9408,CMP - Boquerón Chañar
9409,PowerShares Nasdaq Internet Portfolio
9410,Celite - Tana
9411,III de Atacama Minerals - Aguas Blancas
9412,El Guindo
9413,Peckett
9414,Gladstone Commercial Corporation
9415,"SolarEdge Technologies, Inc."
9416,L.B. Foster Company
9417,Microsemi Corporation
9418,Nuveen Connecticut Quality Municipal Income Fund
9419,Quebrada Blanca
9420,West Corporation
9421,"Sierra Oncology, Inc."
9422,"Cogentix Medical, Inc."
9423,La Pepa
9424,Envision Healthcare Corporation
9425,Galectin Therapeutics Inc.
9426,"Xenia Hotels & Resorts, Inc."
9427,SQM - Pedro de Valdivia
9428,El Teniente
9429,"Delcath Systems, Inc."
9430,"Everspin Technologies, Inc."
9431,Peapack-Gladstone Financial Corporation
9432,Old Republic International Corporation
9433,SAP SE
9434,María Elisa
9435,Nuveen Floating Rate Income Fund
9436,Westpac Banking Corporation
9437,"SolarEdge Technologies, Inc."
9438,"Financial Engines, Inc."
9439,PureFunds ETFx HealthTech ETF
9440,Kite Realty Group Trust
9441,El Morro
9442,Lenga
9443,"Sierra Oncology, Inc."
9444,Cowen Inc.
9445,Nuveen Michigan Quality Municipal Income Fund
9446,Container Store (The)
9447,United Microelectronics Corporation
9448,"SeaChange International, Inc."
9449,Anheuser-Busch Inbev SA
9450,Patriot National Bancorp Inc.
9451,"Aspen Technology, Inc."
9452,"Everspin Technologies, Inc."
9453,La Patagua
9454,El Peñón
9455,"Fiserv, Inc."
9456,Spence
9457,Central Garden & Pet Company
9458,AmerisourceBergen Corporation (Holding Co)
9459,Dos Amigos
9460,Carola
9461,"SolarEdge Technologies, Inc."
9462,Antucoya
9463,Kamada Ltd.
9464,"FTI Consulting, Inc."
9465,"OraSure Technologies, Inc."
9466,Voya Global Equity Dividend and Premium Opportunity Fund
9467,Marine Petroleum Trust
9468,Quiborax
9469,Manto Verde
9470,El Volcán
9471,"National American University Holdings, Inc."
9472,"Mid-America Apartment Communities, Inc."
9473,Mantos Blancos
9474,Great Elm Capital Corp.
9475,"ILG, Inc"
9476,Apollo Senior Floating Rate Fund Inc.
9477,PowerShares Golden Dragon China Portfolio
9478,"Evolving Systems, Inc."
9479,El Peñón
9480,"Nutanix, Inc."
9481,"The Travelers Companies, Inc."
9482,Sierra Miranda
9483,Carola
9484,Peckett
9485,iShares 20+ Year Treasury Bond ETF
9486,Cohen & Steers Reit and Preferred Income Fund Inc
9487,Coirón
9488,Corporate Asset Backed Corp CABCO
9489,"Biocept, Inc."
9490,CoreSite Realty Corporation
9491,Las Arenitas
9492,La Patagua
9493,Apollo Senior Floating Rate Fund Inc.
9494,"Mid-America Apartment Communities, Inc."
9495,Montecristo
9496,"Entergy Louisiana, Inc."
9497,La Perla
9498,Peabody Energy Corporation
9499,JM Global Holding Company
9500,Old Republic International Corporation
9501,"First Hawaiian, Inc."
9502,Tres Valles
9503,"Avon Products, Inc."
9504,San José
9505,"Waste Management, Inc."
9506,Marine Petroleum Trust
9507,"Investors Bancorp, Inc."
9508,First Trust Emerging Markets Small Cap AlphaDEX Fund
9509,Gilat Satellite Networks Ltd.
9510,AmerisourceBergen Corporation (Holding Co)
9511,Gladstone Commercial Corporation
9512,CMP - Los Colorados
9513,Chimberos
9514,Novelion Therapeutics Inc.
9515,"FSB Bancorp, Inc."
9516,KT Corporation
9517,CMP - Los Colorados
9518,Nabriva Therapeutics AG
9519,Yelp Inc.
9520,Orbotech Ltd.
9521,Alliance National Municipal Income Fund Inc
9522,Peabody Energy Corporation
9523,Microsemi Corporation
9524,PowerShares BuyBack Achievers Portfolio
9525,AbbVie Inc.
9526,Cerro Blanco
9527,Nuveen Energy MLP Total Return Fund
9528,"LM Funding America, Inc."
9529,"Ellie Mae, Inc."
9530,PIMCO Dynamic Credit and Mortgage Income Fund
9531,Carvana Co.
9532,Tekla Healthcare Opportunies Fund
9533,"Under Armour, Inc."
9534,"Under Armour, Inc."
9535,Abeona Therapeutics Inc.
9536,Sierra Miranda
9537,"JA Solar Holdings, Co., Ltd."
9538,United Insurance Holdings Corp.
9539,Schwager
9540,"Chunghwa Telecom Co., Ltd."
9541,Urstadt Biddle Properties Inc.
9542,"Safe Bulkers, Inc"
9543,Caupolicán
9544,SQM - Pedro de Valdivia
9545,Candelaria
9546,"Western Refining Logistics, LP"
9547,Virco Manufacturing Corporation
9548,SQM - Yumbes
9549,Lions Gate Entertainment Corporation
9550,"Cogentix Medical, Inc."
9551,El Abra
9552,Iván
9553,China Mobile (Hong Kong) Ltd.
9554,Talcuna
9555,Nuveen Michigan Quality Municipal Income Fund
9556,CMP - Algarrobo
9557,Caupolicán
9558,Diageo plc
9559,Gabriela Mistral
9560,BRF S.A.
9561,Las Piedras
9562,Cohen & Steers Reit and Preferred Income Fund Inc
9563,La Picarda
9564,Victoria
9565,Container Store (The)
9566,Eagle Bulk Shipping Inc.
9567,Kite Realty Group Trust
9568,Punitaqui
9569,"Littelfuse, Inc."
9570,Mantos de la Luna
9571,HollyFrontier Corporation
9572,Inacesa - El Jilguero
9573,China Mobile (Hong Kong) Ltd.
9574,Punta de Lobos - Kanita
9575,Fidus Investment Corporation
9576,Global Partner Acquisition Corp.
9577,Cordillera - Tenardita
9578,Diana Shipping inc.
9579,"FairPoint Communications, Inc."
9580,Algorta
9581,"Delcath Systems, Inc."
9582,Walter Investment Management Corp.
9583,The Community Financial Corporation
9584,iPath US Treasury Long Bond Bear ETN
9585,United States Cellular Corporation
9586,Cosayach - Negreiros
9587,CMP - Romeral
9588,Pucobre
9589,"Clear Channel Outdoor Holdings, Inc."
9590,"Ashford Hospitality Prime, Inc."
9591,Old Republic International Corporation
9592,Isla Guarello
9593,Nuveen Municipal High Income Opportunity Fund
9594,Corporate Asset Backed Corp CABCO
9595,Double Eagle Acquisition Corp.
9596,"Cyclacel Pharmaceuticals, Inc."
9597,"Mid-America Apartment Communities, Inc."
9598,Manto Verde
9599,"PrivateBancorp, Inc."
9600,Las Cenizas
9601,Cerro Imán
9602,La Picarda
9603,Cerro Colorado
9604,Pirquitas
9605,Western Alliance Bancorporation
9606,Yelp Inc.
9607,Northern Trust Corporation
9608,"CatchMark Timber Trust, Inc."
9609,La Patagua
9610,Eaton Vance Corporation
9611,Unisys Corporation
9612,Fidus Investment Corporation
9613,Orbotech Ltd.
9614,iShares 20+ Year Treasury Bond ETF
9615,"AMC Entertainment Holdings, Inc."
9616,"FairPoint Communications, Inc."
9617,El Salvador
9618,ACF - Lagunas
9619,Can Can
9620,"Meridian Waste Solutions, Inc"
9621,"First Hawaiian, Inc."
9622,Comcast Corporation
9623,ACF - Lagunas
9624,"The Travelers Companies, Inc."
9625,CMP - El Laco
9626,First Trust Multi-Asset Diversified Income Index Fund
9627,Collahuasi
9628,Dollar General Corporation
9629,Garrison Capital Inc.
9630,American Homes 4 Rent
9631,El Guindo
9632,Randgold Resources Limited
9633,Dynatronics Corporation
9634,Isla Riesco
9635,SQM - Pampa Blanca
9636,Natl Westminster Pfd
9637,Caserones
9638,3M Company
9639,United Insurance Holdings Corp.
9640,Los Bronces
9641,iPath US Treasury Long Bond Bear ETN
9642,West Corporation
9643,Clifton Bancorp Inc.
9644,Intracampos
9645,Ministro Hales
9646,Blackstone GSO Long Short Credit Income Fund
9647,Talcuna
9648,El Morro
9649,First Trust Nasdaq Retail ETF
9650,JM Global Holding Company
9651,Nabriva Therapeutics AG
9652,iShares 20+ Year Treasury Bond ETF
9653,Toll Brothers Inc.
9654,CoreSite Realty Corporation
9655,Zaldívar
9656,Mantos de la Luna
9657,B.O.S. Better Online Solutions
9658,III de Atacama Kozan
9659,Del Fierro
9660,"Commercial Vehicle Group, Inc."
9661,Cerro Bayo
9662,"Ulta Beauty, Inc."
9663,SQM - Pampa Blanca
9664,"Meridian Waste Solutions, Inc"
9665,La Patagua
9666,"CatchMark Timber Trust, Inc."
9667,Pinatolca
9668,Apollo Senior Floating Rate Fund Inc.
9669,Nuveen Floating Rate Income Fund
9670,PowerShares Nasdaq Internet Portfolio
9671,Janus Henderson Small Cap Growth Alpha ETF
9672,Dos Amigos
9673,Nuveen Floating Rate Income Fund
9674,Pupunahue
9675,Colico Sur
9676,"The Travelers Companies, Inc."
9677,Dos Amigos
9678,BLDRS Asia 50 ADR Index Fund
9679,"Midland States Bancorp, Inc."
9680,Natl Westminster Pfd
9681,Nuveen Floating Rate Income Fund
9682,Arlington Asset Investment Corp
9683,"UMH Properties, Inc."
9684,BRF S.A.
9685,"PDF Solutions, Inc."
9686,"Xenia Hotels & Resorts, Inc."
9687,Celgene Corporation
9688,China Cord Blood Corporation
9689,Pucobre
9690,"Kura Oncology, Inc."
9691,Special Opportunities Fund Inc.
9692,Elenita
9693,Vina Concha Y Toro
9694,"Universal Stainless & Alloy Products, Inc."
9695,Los Bronces
9696,RenaissanceRe Holdings Ltd.
9697,Bronce de Petorca
9698,ENGlobal Corporation
9699,Cosayach - Negreiros
9700,PowerShares BuyBack Achievers Portfolio
9701,"Adams Diversified Equity Fund, Inc."
9702,Tres Valles
9703,"FSB Bancorp, Inc."
9704,Western Alliance Bancorporation
9705,"Western New England Bancorp, Inc."
9706,Suncor EnergyInc.
9707,"CenterPoint Energy, Inc."
9708,El Peñón
9709,The Community Financial Corporation
9710,"CatchMark Timber Trust, Inc."
9711,"Mid-America Apartment Communities, Inc."
9712,Inacesa - El Way
9713,Virco Manufacturing Corporation
9714,"Texas Capital Bancshares, Inc."
9715,Ceragon Networks Ltd.
9716,Pucobre
9717,Lomas Bayas
9718,"Clear Channel Outdoor Holdings, Inc."
9719,"The Chefs' Warehouse, Inc."
9720,"Hub Group, Inc."
9721,Yelp Inc.
9722,Imax Corporation
9723,Andes Travertine
9724,Carola
9725,Antucoya
9726,"Biocept, Inc."
9727,Azul S.A.
9728,"Fiserv, Inc."
9729,Torchmark Corporation
9730,"Westbury Bancorp, Inc."
9731,Andes Travertine
9732,Zion Oil & Gas Inc
9733,"Kayne Anderson Energy Total Return Fund, Inc."
9734,"Ulta Beauty, Inc."
9735,CMP - Cerro Negro Norte
9736,Azul S.A.
9737,Carola
9738,Andes Travertine
9739,Data Processing
9740,Pure Cycle Corporation
9741,First Trust Multi-Asset Diversified Income Index Fund
9742,"China Lodging Group, Limited"
9743,"LM Funding America, Inc."
9744,Linderos
9745,SQM Salar
9746,El Volcán
9747,"Ellie Mae, Inc."
9748,Spence
9749,ACF - Lagunas
9750,Celite - Tana
9751,AdvisorShares Market Adaptive Unconstrained Income ETF
9752,SQM - Nueva Victoria
9753,Peckett
9754,"Safe Bulkers, Inc"
9755,Las Cenizas
9756,"Sierra Oncology, Inc."
9757,"China Lodging Group, Limited"
9758,Alhué
9759,Marte Lobo
9760,United Microelectronics Corporation
9761,Diageo plc
9762,"Nustar GP Holdings, LLC"
9763,Silvercrest Asset Management Group Inc.
9764,Cohen & Steers Reit and Preferred Income Fund Inc
9765,Victoria
9766,"Commerce Bancshares, Inc."
9767,Dynatronics Corporation
9768,"PrivateBancorp, Inc."
9769,Cerro Casale
9770,Stamps.com Inc.
9771,Lions Gate Entertainment Corporation
9772,Walter Investment Management Corp.
9773,Las Arenitas
9774,"Blackhawk Network Holdings, Inc."
9775,"Ulta Beauty, Inc."
9776,Torchmark Corporation
9777,Novanta Inc.
9778,Celite - Tilviche
9779,Eaton Vance Corporation
9780,Aircastle Limited
9781,"Vectrus, Inc."
9782,"Discovery Communications, Inc."
9783,Stamps.com Inc.
9784,E*TRADE Financial Corporation
9785,PIMCO Dynamic Credit and Mortgage Income Fund
9786,Julia
9787,"Midland States Bancorp, Inc."
9788,Bright Scholar Education Holdings Limited
9789,"Midland States Bancorp, Inc."
9790,Tata Motors Ltd
9791,"Gray Television, Inc."
9792,DRDGOLD Limited
9793,Celgene Corporation
9794,"RiverNorth Opportunities Fund, Inc."
9795,Virco Manufacturing Corporation
9796,United Microelectronics Corporation
9797,"Gabelli Equity Trust, Inc. (The)"
9798,"Argos Therapeutics, Inc."
9799,Northern Trust Corporation
9800,KT Corporation
9801,"First Financial Bankshares, Inc."
9802,Elkhorn Commodity Rotation Strategy ETF
9803,La Patagua
9804,"Hurco Companies, Inc."
9805,Old Republic International Corporation
9806,"Entergy Louisiana, Inc."
9807,La Marcelina
9808,Punitaqui
9809,La Coipa
9810,Algorta
9811,Torchmark Corporation
9812,III de Atacama Kozan
9813,AGCO Corporation
9814,Novanta Inc.
9815,Arlington Asset Investment Corp
9816,Nuveen Connecticut Quality Municipal Income Fund
9817,AGCO Corporation
9818,Ojos del Salado
9819,"Recon Technology, Ltd."
9820,Algorta
9821,Celite - Tana
9822,Cordillera - Tenardita
9823,Zion Oil & Gas Inc
9824,Janus Henderson Small Cap Growth Alpha ETF
9825,Cerro Negro
9826,CMP - Romeral
9827,Cerro Bayo
9828,Northrop Grumman Corporation
9829,"Nustar GP Holdings, LLC"
9830,CVS Health Corporation
9831,"Impax Laboratories, Inc."
9832,Caserones
9833,Cerro Bayo
9834,"Avenue Therapeutics, Inc."
9835,Nuveen Municipal High Income Opportunity Fund
9836,"First Hawaiian, Inc."
9837,Quebrada Blanca
9838,Andes Travertine
9839,Refugio
9840,Cosayach - Cala Cala
9841,La Pepa
9842,"Gray Television, Inc."
9843,3M Company
9844,AdvisorShares Market Adaptive Unconstrained Income ETF
9845,Incyte Corporation
9846,"AMC Entertainment Holdings, Inc."
9847,"Hurco Companies, Inc."
9848,Array BioPharma Inc.
9849,Michilla
9850,Schwager
9851,"Aspen Technology, Inc."
9852,Catamutún
9853,L.B. Foster Company
9854,Chimborazo
9855,Jazz Pharmaceuticals plc
9856,Inacesa - El Way
9857,"Enanta Pharmaceuticals, Inc."
9858,Lomas Bayas
9859,Del Fierro
9860,Catamutún
9861,"SolarEdge Technologies, Inc."
9862,Applied DNA Sciences Inc
9863,Gabriela Mistral
9864,Costamare Inc.
9865,María Elisa
9866,Yelp Inc.
9867,"Arista Networks, Inc."
9868,Cóndor
9869,West Corporation
9870,"ILG, Inc"
9871,Hamilton Lane Incorporated
9872,"Dynex Capital, Inc."
9873,Michilla
9874,Pupunahue
9875,Franke
9876,Dynatronics Corporation
9877,L.B. Foster Company
9878,Collahuasi
9879,El Toqui
9880,Candelaria
9881,Microsemi Corporation
9882,SAP SE
9883,Michilla
9884,La Productora
9885,Silvercrest Asset Management Group Inc.
9886,"Gabelli Equity Trust, Inc. (The)"
9887,Quiborax
9888,Westpac Banking Corporation
9889,Vina Concha Y Toro
9890,Alliance National Municipal Income Fund Inc
9891,"Sarepta Therapeutics, Inc."
9892,TICC Capital Corp.
9893,TICC Capital Corp.
9894,San Gerónimo
9895,Hamilton Lane Incorporated
9896,"UMH Properties, Inc."
9897,Arlington Asset Investment Corp
9898,Johnson & Johnson
9899,Tres Valles
9900,Carola
9901,Eaton Vance Corporation
9902,Northrop Grumman Corporation
9903,Merus Labs International Inc.
9904,PowerShares KBW High Dividend Yield Financial Portfolio
9905,"Sportsman's Warehouse Holdings, Inc."
9906,Aircastle Limited
